id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,curriculum,grades,gender_policy,tuition_range,admissions_contact,application_deadline,transport_available,accreditation,languages,year_founded
ChIJ61ur4hf4kT4RNN9oCNYVjPI,al-huda-private-school,Al Huda Private School مدرسة الهدی الخاصة,Schools,,school;education,,"JGGR+VPW, Muscat, Oman",Muscat,Oman,23.627248,58.541819,https://www.google.com/maps/place/?q=place_id:ChIJ61ur4hf4kT4RNN9oCNYVjPI,http://alhudasmart.org/,+968 24 797116,http://alhudasmart.org/,https://www.google.com/s2/favicons?domain=alhudasmart.org&sz=128,,,,,,,,,,,,,3.80,,,,,,38,Google,,2025-10-04,,,,,,,,,,
ChIJGTJ6nsr_kT4R65Hjv3V91DU,al-ibdaa-international-private-school,Al Ibdaa International Private School مدرسة الإبداع الدولية الخاصة,Schools,,school;education,,"شارع الغبرة، Muscat 115, Oman",Muscat,Oman,23.574141,58.394293,https://www.google.com/maps/place/?q=place_id:ChIJGTJ6nsr_kT4R65Hjv3V91DU,http://ibdaa.edu.om/,+968 24 505132,http://ibdaa.edu.om/,https://www.google.com/s2/favicons?domain=ibdaa.edu.om&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJaS3-w-oBjj4RkDrpTBWRCyk,al-injaz-international-private-school,Al Injaz International Private School,Schools,,school;education,,"Muscat, Oman",Muscat,Oman,23.537306,58.346042,https://www.google.com/maps/place/?q=place_id:ChIJaS3-w-oBjj4RkDrpTBWRCyk,https://alinjaz.edu.om/,+968 9298 8905,https://alinjaz.edu.om/,https://www.google.com/s2/favicons?domain=alinjaz.edu.om&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,
ChIJg--CUSn_kT4RnsHLu3DHLJw,al-maha-private-school,Al Maha Private School مدرسة المها الخاصة,Schools,,school;education,,"Villa 2879 Way 2333، Muscat, Oman",Muscat,Oman,23.591649,58.456752,https://www.google.com/maps/place/?q=place_id:ChIJg--CUSn_kT4RnsHLu3DHLJw,https://www.almaha.edu.om/,+968 24 950422,https://www.almaha.edu.om/,https://www.google.com/s2/favicons?domain=www.almaha.edu.om&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJGTJ0R073kT4RcCqxcTI3zX8,al-manhal-private-school,Al Manhal Private School,Schools,,school;education,,"HHG8+FW3, Muscat, Oman",Muscat,Oman,23.576130,58.567309,https://www.google.com/maps/place/?q=place_id:ChIJGTJ0R073kT4RcCqxcTI3zX8,https://www.google.com/maps/place/?q=place_id:ChIJGTJ0R073kT4RcCqxcTI3zX8,,https://www.google.com/maps/place/?q=place_id:ChIJGTJ0R073kT4RcCqxcTI3zX8,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJk41m2af9jT4RLEoi5GSF6DA,al-mawaleh-private-school-mps,Al Mawaleh Private School (MPS),Schools,,school;education,,"J65M+XVC, Seeb, Oman",Muscat,Oman,23.610859,58.236794,https://www.google.com/maps/place/?q=place_id:ChIJk41m2af9jT4RLEoi5GSF6DA,https://mps.edu.om/,+968 24 548650,https://mps.edu.om/,https://www.google.com/s2/favicons?domain=mps.edu.om&sz=128,,,,,,,,,,,,,4.40,,,,,,30,Google,,2025-10-04,,,,,,,,,,
ChIJ_xyLNAD5kT4R44JznKHsdZU,al-noor-madrasa,Al Noor Madrasa,Schools,,school;education,,"JGHR+C48, Muscat, Oman",Muscat,Oman,23.628537,58.540319,https://www.google.com/maps/place/?q=place_id:ChIJ_xyLNAD5kT4R44JznKHsdZU,https://www.google.com/maps/place/?q=place_id:ChIJ_xyLNAD5kT4R44JznKHsdZU,,https://www.google.com/maps/place/?q=place_id:ChIJ_xyLNAD5kT4R44JznKHsdZU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJvWypx4z4kT4RiQ-kfq_etXg,al-qurum-school,Al Qurum School,Schools,,school;education,,"JG92+GHF, Muscat, Oman",Muscat,Oman,23.618819,58.501412,https://www.google.com/maps/place/?q=place_id:ChIJvWypx4z4kT4RiQ-kfq_etXg,https://twitter.com/AlQurumSchool?s=09,+968 24 562107,https://twitter.com/AlQurumSchool?s=09,https://www.google.com/s2/favicons?domain=twitter.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJW7pO80j_kT4R1NkidE8sWCM,al-sahwa-schools,Al Sahwa Schools,Schools,,school;education,,"Postal Code:- 116، Muscat, Oman",Muscat,Oman,23.610451,58.453890,https://www.google.com/maps/place/?q=place_id:ChIJW7pO80j_kT4R1NkidE8sWCM,https://www.alsahwa.edu.om/,+968 24 607620,https://www.alsahwa.edu.om/,https://www.google.com/s2/favicons?domain=www.alsahwa.edu.om&sz=128,,,,,,,,,,,,,1.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,
ChIJeyNO1-7_kT4RQB5vswZ5uDI,al-sahwa-schools-gate-1,Al Sahwa Schools Gate 1,Schools,,school;education,,"3009, مسقط، Oman",Muscat,Oman,23.610218,58.454120,https://www.google.com/maps/place/?q=place_id:ChIJeyNO1-7_kT4RQB5vswZ5uDI,https://www.google.com/maps/place/?q=place_id:ChIJeyNO1-7_kT4RQB5vswZ5uDI,,https://www.google.com/maps/place/?q=place_id:ChIJeyNO1-7_kT4RQB5vswZ5uDI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJmSGp3bTljT4RMov32CSBIdY,al-shomoukh-international-private-school,Al Shomoukh International Private School,Schools,,school;education,,"Hail Al Junubia Street Seeb, مسقط، Oman",Muscat,Oman,23.620109,58.226833,https://www.google.com/maps/place/?q=place_id:ChIJmSGp3bTljT4RMov32CSBIdY,https://www.alshomoukh.com/,+968 24 284771,https://www.alshomoukh.com/,https://www.google.com/s2/favicons?domain=www.alshomoukh.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJ03ANF_X4kT4Ro2khCW2j0Lg,al-shumus-nursery-qurum,"Al Shumus Nursery, Qurum",Schools,,school;education,,"1026 Way, Muscat, Oman",Muscat,Oman,23.617923,58.506707,https://www.google.com/maps/place/?q=place_id:ChIJ03ANF_X4kT4Ro2khCW2j0Lg,https://www.google.com/maps/place/?q=place_id:ChIJ03ANF_X4kT4Ro2khCW2j0Lg,+968 9258 8358,https://www.google.com/maps/place/?q=place_id:ChIJ03ANF_X4kT4Ro2khCW2j0Lg,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.70,,,,,,45,Google,,2025-10-04,,,,,,,,,,
ChIJVf_LSOH8jT4RCg1U2olILHk,al-waha-school,Al Waha School,Schools,,school;education,,"J6C8+RMV, Seeb, Oman",Muscat,Oman,23.622117,58.216683,https://www.google.com/maps/place/?q=place_id:ChIJVf_LSOH8jT4RCg1U2olILHk,https://twitter.com/Alwahaschool1_4?s=09,+968 24 535536,https://twitter.com/Alwahaschool1_4?s=09,https://www.google.com/s2/favicons?domain=twitter.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJo_ic1KX_kT4RCa6CD7NDr2E,al-zain-nursery,Al Zain Nursery حضانة الزين,Schools,,school;education,,"207 Al Inshirah St, Muscat, Oman",Muscat,Oman,23.606234,58.455216,https://www.google.com/maps/place/?q=place_id:ChIJo_ic1KX_kT4RCa6CD7NDr2E,http://www.alzainnurseries.com/,+968 9626 6443,http://www.alzainnurseries.com/,https://www.google.com/s2/favicons?domain=www.alzainnurseries.com&sz=128,,,,,,,,,,,,,3.70,,,,,,24,Google,,2025-10-04,,,,,,,,,,
ChIJn28DrgQAjj4RJxA4XWGZRX8,american-lyceum-international-nursery-al-azaiba,American Lyceum International Nursery Al-Azaiba,Schools,,school;education,,"23.593800, 58.364800, مسقط 130, Oman",Muscat,Oman,23.594334,58.364723,https://www.google.com/maps/place/?q=place_id:ChIJn28DrgQAjj4RJxA4XWGZRX8,http://www.americanlyceum.com/,+968 9700 1942,http://www.americanlyceum.com/,https://www.google.com/s2/favicons?domain=www.americanlyceum.com&sz=128,,,,,,,,,,,,,4.10,,,,,,34,Google,,2025-10-04,,,,,,,,,,
ChIJ7Ucv9m3_kT4RJWkRyBhA6Tw,american-lyceum-international-nursery-ghubrah-branch,American Lyceum International Nursery Ghubrah Branch,Schools,,school;education,,"H9GR+RH5, Muscat, Oman",Muscat,Oman,23.577063,58.391437,https://www.google.com/maps/place/?q=place_id:ChIJ7Ucv9m3_kT4RJWkRyBhA6Tw,https://americanlyceum.com/,+968 9700 1941,https://americanlyceum.com/,https://www.google.com/s2/favicons?domain=americanlyceum.com&sz=128,,,,,,,,,,,,,4.80,,,,,,12,Google,,2025-10-04,,,,,,,,,,
ChIJj8bkInUAjj4Rr8j4j7YSFPk,american-lyceum-international-nursery-muscat,American Lyceum International Nursery Muscat,Schools,,school;education,,"Way No 4804,Building No 283, مسقط، Oman",Muscat,Oman,23.594394,58.364750,https://www.google.com/maps/place/?q=place_id:ChIJj8bkInUAjj4Rr8j4j7YSFPk,https://www.americanlyceum.com/nursery,+968 9700 1942,https://www.americanlyceum.com/nursery,https://www.google.com/s2/favicons?domain=www.americanlyceum.com&sz=128,,,,,,,,,,,,,3.30,,,,,,23,Google,,2025-10-04,,,,,,,,,,
ChIJj9Li74oBjj4RDGoHN0vCvcc,american-lyceum-international-school-oman,"American Lyceum International School, Oman",Schools,,school;education,,"4851 Way, Muscat 130, Oman",Muscat,Oman,23.598527,58.365366,https://www.google.com/maps/place/?q=place_id:ChIJj9Li74oBjj4RDGoHN0vCvcc,http://www.americanlyceum.com/,+968 9697 0503,http://www.americanlyceum.com/,https://www.google.com/s2/favicons?domain=www.americanlyceum.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJbdRCBjLEhz4REIMrINoF1xA,aqua-tots-swim-school-muscat,Aqua-Tots Swim School Muscat,Schools,,school;education,,"Hay Al Kawthar 3454, نادي السيب، 1 3454/1, Muscat 128, Oman",Muscat,Oman,23.650586,58.198302,https://www.google.com/maps/place/?q=place_id:ChIJbdRCBjLEhz4REIMrINoF1xA,https://www.aqua-tots.com/muscat?utm_source=Google&utm_medium=Organic&utm_campaign=GMB&utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,+968 24 288000,https://www.aqua-tots.com/muscat?utm_source=Google&utm_medium=Organic&utm_campaign=GMB&utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,https://www.google.com/s2/favicons?domain=www.aqua-tots.com&sz=128,,,,,,,,,,,,,4.60,,,,,,454,Google,,2025-10-04,,,,,,,,,,
ChIJGzVl5Y__kT4R0mMtL_xLEA0,art-of-living-private-school,Art of Living Private School مدرسة فن الحياة الخاصة,Schools,,school;education,,"Building No. 216 Way No. 3231 Al Dayafah Street Al Ghubra، Muscat, Oman",Muscat,Oman,23.592032,58.396887,https://www.google.com/maps/place/?q=place_id:ChIJGzVl5Y__kT4R0mMtL_xLEA0,https://www.google.com/maps/place/?q=place_id:ChIJGzVl5Y__kT4R0mMtL_xLEA0,+968 9225 9757,https://www.google.com/maps/place/?q=place_id:ChIJGzVl5Y__kT4R0mMtL_xLEA0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,
ChIJqzrehbn8jT4R7wed1rm-EVA,assafwah-international-school,Assafwah International School,Schools,,school;education,,"Al Khoudh St, Sib 132, Oman",Muscat,Oman,23.640458,58.202796,https://www.google.com/maps/place/?q=place_id:ChIJqzrehbn8jT4R7wed1rm-EVA,https://assafwah.net/,+968 24 546929,https://assafwah.net/,https://www.google.com/s2/favicons?domain=assafwah.net&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJPfMkoMUBjj4RDk5BkwDSaQU,a-ssafwah-private-school,A’ssafwah Private School مدرسة الصفوة الخاصة,Schools,,school;education,,"H924+QRP, Al Ansab St, Muscat, Oman",Muscat,Oman,23.551957,58.357088,https://www.google.com/maps/place/?q=place_id:ChIJPfMkoMUBjj4RDk5BkwDSaQU,http://www.assafwah.net/,+968 24 585053,http://www.assafwah.net/,https://www.google.com/s2/favicons?domain=www.assafwah.net&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJcXDnq87wkT4RHuVstuyIj94,baj-515,BAJ 515,Schools,,school;education,,"Way 5815, مسقط، Oman",Muscat,Oman,23.567013,58.583350,https://www.google.com/maps/place/?q=place_id:ChIJcXDnq87wkT4RHuVstuyIj94,https://www.google.com/maps/place/?q=place_id:ChIJcXDnq87wkT4RHuVstuyIj94,+968 24 826277,https://www.google.com/maps/place/?q=place_id:ChIJcXDnq87wkT4RHuVstuyIj94,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.10,,,,,,11,Google,,2025-10-04,,,,,,,,,,
ChIJtZY0d6L_kT4RLNz4RXGtQLo,bangladesh-school-muscat,Bangladesh School Muscat,Schools,,school;education,,"HCW5+RR5, 18th November St, Muscat, Oman",Muscat,Oman,23.597021,58.409597,https://www.google.com/maps/place/?q=place_id:ChIJtZY0d6L_kT4RLNz4RXGtQLo,https://www.google.com/maps/place/?q=place_id:ChIJtZY0d6L_kT4RLNz4RXGtQLo,+968 24 497127,https://www.google.com/maps/place/?q=place_id:ChIJtZY0d6L_kT4RLNz4RXGtQLo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJ3zPZ5J_5kT4Rb6XluBQpXzI,bardiha-thakur,Bardiha thakur,Schools,,school;education,,"4358 4359 Way, Muscat, Oman",Muscat,Oman,23.587408,58.547382,https://www.google.com/maps/place/?q=place_id:ChIJ3zPZ5J_5kT4Rb6XluBQpXzI,https://www.google.com/maps/place/?q=place_id:ChIJ3zPZ5J_5kT4Rb6XluBQpXzI,,https://www.google.com/maps/place/?q=place_id:ChIJ3zPZ5J_5kT4Rb6XluBQpXzI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJtfv5zXL-kT4RCsHIbaGS7fM,bousher-elementary-school,Bousher Elementary School,Schools,,school;education,,"G9QV+FV4, Muscat, Oman",Muscat,Oman,23.538638,58.394702,https://www.google.com/maps/place/?q=place_id:ChIJtfv5zXL-kT4RCsHIbaGS7fM,https://twitter.com/boucherschool?s=09,+968 24 591951,https://twitter.com/boucherschool?s=09,https://www.google.com/s2/favicons?domain=twitter.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJPaYRhm39jT4RRvsRr4zWDBs,brainobrain-mawalih,Brainobrain Mawalih,Schools,,school;education,,"H6VF+P7V, Seeb, Oman",Muscat,Oman,23.594357,58.223168,https://www.google.com/maps/place/?q=place_id:ChIJPaYRhm39jT4RRvsRr4zWDBs,http://omanbrainobrain.com/,+968 9069 6295,http://omanbrainobrain.com/,https://www.google.com/s2/favicons?domain=omanbrainobrain.com&sz=128,,,,,,,,,,,,,4.00,,,,,,12,Google,,2025-10-04,,,,,,,,,,
ChIJjYfnqzX_kT4RDzj5_ttUkWo,british-school-muscat,British School Muscat المدرسة البريطانية,Schools,,school;education,,"Box 1907, Muscat 112, Oman",Muscat,Oman,23.606196,58.460542,https://www.google.com/maps/place/?q=place_id:ChIJjYfnqzX_kT4RDzj5_ttUkWo,http://www.britishschoolmuscat.com/,+968 24 600842,http://www.britishschoolmuscat.com/,https://www.google.com/s2/favicons?domain=www.britishschoolmuscat.com&sz=128,,,,,,,,,,,,,4.30,,,,,,3,Google,,2025-10-04,,,,,,,,,,
ChIJyekd2Hv_kT4RRJwobj_sdGE,chapter-one-nursery,Chapter One Nursery,Schools,,school;education,,"Way No 3050 Villa 4047, Muscat, Oman",Muscat,Oman,23.607498,58.450686,https://www.google.com/maps/place/?q=place_id:ChIJyekd2Hv_kT4RRJwobj_sdGE,https://www.google.com/maps/place/?q=place_id:ChIJyekd2Hv_kT4RRJwobj_sdGE,+968 9199 9726,https://www.google.com/maps/place/?q=place_id:ChIJyekd2Hv_kT4RRJwobj_sdGE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.70,,,,,,27,Google,,2025-10-04,,,,,,,,,,
ChIJWbjdcAH9jT4R0t8QZelSRho,choueifat-school-administration-building,Choueifat School Administration Building,Schools,,school;education,,"J68J+W2H, Seeb, Oman",Muscat,Oman,23.617312,58.230101,https://www.google.com/maps/place/?q=place_id:ChIJWbjdcAH9jT4R0t8QZelSRho,https://iscmuscat.sabis.net/,,https://iscmuscat.sabis.net/,https://www.google.com/s2/favicons?domain=iscmuscat.sabis.net&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJY_ODMSr5kT4RpKMfY8pr5Ec,compass-marine-sea-school,Compass Marine Sea School,Schools,,school;education,,"Al Nahdah St, Muscat, Oman",Muscat,Oman,23.610357,58.497148,https://www.google.com/maps/place/?q=place_id:ChIJY_ODMSr5kT4RpKMfY8pr5Ec,https://www.compass-marine.global/,+968 9281 7774,https://www.compass-marine.global/,https://www.google.com/s2/favicons?domain=www.compass-marine.global&sz=128,,,,,,,,,,,,,5.00,,,,,,23,Google,,2025-10-04,,,,,,,,,,
ChIJhTPT_qT5kT4RQs1UEvoqKBc,dar-al-ma-arej-school-for-memorizing-qur-an,Dar Al Ma’arej School for Memorizing Qur’an,Schools,,school;education,,"HGRV+9RJ, Muscat, Oman",Muscat,Oman,23.590968,58.544525,https://www.google.com/maps/place/?q=place_id:ChIJhTPT_qT5kT4RQs1UEvoqKBc,https://www.google.com/maps/place/?q=place_id:ChIJhTPT_qT5kT4RQs1UEvoqKBc,+968 9444 2667,https://www.google.com/maps/place/?q=place_id:ChIJhTPT_qT5kT4RQs1UEvoqKBc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJ_zMomnv_kT4RIPbUa0jcPz4,digital-private-school,Digital Private School,Schools,,school;education,,"3 Bawshar St, Muscat 133, Oman",Muscat,Oman,23.553599,58.401843,https://www.google.com/maps/place/?q=place_id:ChIJ_zMomnv_kT4RIPbUa0jcPz4,http://dps.edu.om/,+968 24 583561,http://dps.edu.om/,https://www.google.com/s2/favicons?domain=dps.edu.om&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJk2Fz4b__kT4R-d0tc0UeDQU,dorat-al-khaleej-international-private-school-al-ghubra-branch,Dorat Al Khaleej International Private School Al Ghubra Branch مدرسة درة الدولية الخاصة فرع الغبرة,Schools,,school;education,,"H9VW+8F9, Al Dhayafa St, Muscat, Oman",Muscat,Oman,23.594016,58.395602,https://www.google.com/maps/place/?q=place_id:ChIJk2Fz4b__kT4R-d0tc0UeDQU,http://dak.edu.om/,+968 9949 8401,http://dak.edu.om/,https://www.google.com/s2/favicons?domain=dak.edu.om&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
ChIJ2UB6TUb_kT4R-N2XsXk2GYc,dovecote-nursery,Dovecote Nursery,Schools,,school;education,,"Villa No.3422 and 3422A، Way No 3044، Muscat, Oman",Muscat,Oman,23.609136,58.449479,https://www.google.com/maps/place/?q=place_id:ChIJ2UB6TUb_kT4R-N2XsXk2GYc,https://www.google.com/maps/place/?q=place_id:ChIJ2UB6TUb_kT4R-N2XsXk2GYc,+968 9297 1611,https://www.google.com/maps/place/?q=place_id:ChIJ2UB6TUb_kT4R-N2XsXk2GYc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,5.00,,,,,,3,Google,,2025-10-04,,,,,,,,,,
ChIJ9wRmpYT8jT4RihyClCvayvE,durat-al-agyal-school,Durat Al Agyal School,Schools,,school;education,,"M64F+7M9, 2227 Way, Sib, Oman",Muscat,Oman,23.655669,58.224224,https://www.google.com/maps/place/?q=place_id:ChIJ9wRmpYT8jT4RihyClCvayvE,https://www.google.com/maps/place/?q=place_id:ChIJ9wRmpYT8jT4RihyClCvayvE,+968 24 425863,https://www.google.com/maps/place/?q=place_id:ChIJ9wRmpYT8jT4RihyClCvayvE,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,
