id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,services,brands_serviced,emergency_assist,warranty,pickup_dropoff,estimated_rate_note,services_url,booking_url,whatsapp_url,towing,roadside_assistance,oil_change,battery,tires,wheel_alignment,ac_service,electrical,transmission,body_shop,paint,detailing,wash,brand_specialist,dealership,open_24h,emergency_phone
ChIJ8QVDrjj_kT4R01dkQMd4YsQ,al-baida-car-accessories-batteries,Al baida car accessories & batteries,Garages,,garage;car repair;mechanic,,"Al Ghubrah Ash Shamaliyyah, Muscat, Oman",Muscat,Oman,23.585750,58.404721,https://www.google.com/maps/place/?q=place_id:ChIJ8QVDrjj_kT4R01dkQMd4YsQ,https://www.google.com/maps/place/?q=place_id:ChIJ8QVDrjj_kT4R01dkQMd4YsQ,+968 7831 1373,https://www.google.com/maps/place/?q=place_id:ChIJ8QVDrjj_kT4R01dkQMd4YsQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8pfHvDugNrHIWx5l-y8DHnCww8sDPeP-Q2lBKt2HKIndYU41CBVOChRHPug7-cg7gneV_cSq53CbYhc3CXMpd-m0Xd4MjulrlcFaPtOmH1qlQAReuDwIEqiWIWlO5aI0rUqix=w900-h900-p-k-no,,,,,★★★★★ · Car battery store,★★★★★ · Car battery store,,,,,,4.90,,,,,,111,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJA0kZOwD_kT4RooFvyT9cli0,al-ghubrah,Al ghubrah,Garages,,garage;car repair;mechanic,,"H9FX+WCJ, Al Ghubrah St, Muscat, Oman",Muscat,Oman,23.574840,58.398513,https://www.google.com/maps/place/?q=place_id:ChIJA0kZOwD_kT4RooFvyT9cli0,https://www.google.com/maps/place/?q=place_id:ChIJA0kZOwD_kT4RooFvyT9cli0,+968 9624 8783,https://www.google.com/maps/place/?q=place_id:ChIJA0kZOwD_kT4RooFvyT9cli0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBMyQzvBlOs18FBYjbxauWIhn_tMiiyCYZ6072Iq48qCBLX8ebhlkfxZ58VGZ10wZfQj--TybejSXvK7P7QmthzsloKMThB6_mHns-ckIf-NZTiowJLtccZH_4tCtOhC-QAj-k6LBltP4j=w900-h900-p-k-no,,,,,Auto machine shop,Auto machine shop,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJo5zUfwD5kT4R3lFwWcc4voM,al-midwa-a-trading-tyre-shop-qurram,Al-midwa'a trading Tyre shop Qurram,Garages,,garage;car repair;mechanic,,"JG42+PJF, Muscat, Oman",Muscat,Oman,23.606750,58.501646,https://www.google.com/maps/place/?q=place_id:ChIJo5zUfwD5kT4R3lFwWcc4voM,https://www.google.com/maps/place/?q=place_id:ChIJo5zUfwD5kT4R3lFwWcc4voM,+968 9498 6630,https://www.google.com/maps/place/?q=place_id:ChIJo5zUfwD5kT4R3lFwWcc4voM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-7e3LbIMnNEoF3An6BArktqbNMqnFlLWPL1uNUmw0UXmVBSoAyVjEp1BvYxkv9pZnObZT-QTCbk1lb0bEkqKptbQOU8kOSqXhq7zEdPmfK4hkNdN7CYmQ6hgknzXHQvX3DZ_gbQ=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,4.70,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJmbfjcX3_kT4RhsC-Owqr0XU,ali-abu-bin-ladin,Ali Abu bin Ladin,Garages,,garage;car repair;mechanic,,"HCRV+HF9, Muscat, Oman",Muscat,Oman,23.591472,58.443877,https://www.google.com/maps/place/?q=place_id:ChIJmbfjcX3_kT4RhsC-Owqr0XU,https://www.google.com/maps/place/?q=place_id:ChIJmbfjcX3_kT4RhsC-Owqr0XU,+968 9825 2021,https://www.google.com/maps/place/?q=place_id:ChIJmbfjcX3_kT4RhsC-Owqr0XU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npoewlNrKVMDWkSuQtGooehHYn775oCZWSIH4TheFKJCYbx59skCdNT798qjlMG8HG2GP9422Hu29jH2URcdnXDqzb5fRo-8VOJdNImX9U6I7HuGYkNftCHpmo5nWEyU5iCrrI3SQ=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,5.00,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJJbRVD2f3kT4R7sJ4rtGxZyo,arabian-garage,Arabian Garage الجراج العربي لاصلاح السيارات,Garages,,garage;car repair;mechanic,,"Muscat, Oman",Muscat,Oman,23.591325,58.562748,https://www.google.com/maps/place/?q=place_id:ChIJJbRVD2f3kT4R7sJ4rtGxZyo,https://www.google.com/maps/place/?q=place_id:ChIJJbRVD2f3kT4R7sJ4rtGxZyo,+968 9937 7816,https://www.google.com/maps/place/?q=place_id:ChIJJbRVD2f3kT4R7sJ4rtGxZyo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3Sry9IWxB9qYxXzCbIfRpVF5yyE7_TGQo7E_kCLiC2uQXbZpCr0YOqS5cEPS1ECPnJPmpoin_PZpH8oYoSzpztdQLnv5yPdcxx6zpbcF3de-cs1kw5HqUVFHIbu_NTc5UEIMi=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,4.50,,,,,,68,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJX1O3UAD_kT4RUuIJqS7T1ZY,ato-eliktrison-car-computer-programing,Ato eliktrison car computer programing,Garages,,garage;car repair;mechanic,,"H9GF+FWG, Muscat, Oman",Muscat,Oman,23.574316,58.373219,https://www.google.com/maps/place/?q=place_id:ChIJX1O3UAD_kT4RUuIJqS7T1ZY,https://www.google.com/maps/place/?q=place_id:ChIJX1O3UAD_kT4RUuIJqS7T1ZY,,https://www.google.com/maps/place/?q=place_id:ChIJX1O3UAD_kT4RUuIJqS7T1ZY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4BpaUZ04dYWANGqZpi1pDA&cb_client=search.gws-prod.gps&w=900&h=900&yaw=342.14737&pitch=0&thumbfov=100,,,,,Auto repair shop,Auto repair shop,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJqZm5PQD_kT4RJgsnPpS193E,auto-electrician-a-c-repair,Auto Electrician & A/C Repair,Garages,,garage;car repair;mechanic,,"Al Kuleiah St, Muscat, Oman",Muscat,Oman,23.586802,58.421897,https://www.google.com/maps/place/?q=place_id:ChIJqZm5PQD_kT4RJgsnPpS193E,https://www.google.com/maps/place/?q=place_id:ChIJqZm5PQD_kT4RJgsnPpS193E,+968 9238 0052,https://www.google.com/maps/place/?q=place_id:ChIJqZm5PQD_kT4RJgsnPpS193E,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMf1A36GjYmi-m3QzG9RZ-TL-8GHQjgdHzVyqT2=w900-h900-p-k-no,,,,,★★★★☆ · Car repair and maintenance service,★★★★☆ · Car repair and maintenance service,,,,,,4.10,,,,,,7,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJn6e0YgD_kT4RVbJRhH_6kGk,auto-electrician-the-future-of-the-country,Auto Electrician كهربائي سيارات(The Future Of The Country),Garages,,garage;car repair;mechanic,,"HCM2+H4X, Souk Al Ghubrah St, Muscat, Oman",Muscat,Oman,23.583983,58.400363,https://www.google.com/maps/place/?q=place_id:ChIJn6e0YgD_kT4RVbJRhH_6kGk,https://www.google.com/maps/place/?q=place_id:ChIJn6e0YgD_kT4RVbJRhH_6kGk,+968 9579 5799,https://www.google.com/maps/place/?q=place_id:ChIJn6e0YgD_kT4RVbJRhH_6kGk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNDeXQddzAOxtFywhL3Xuc54duEqiY41hmGBLj4=w900-h900-p-k-no,,,,,★★★★☆ · Car repair and maintenance service,★★★★☆ · Car repair and maintenance service,,,,,,4.20,,,,,,5,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiWndbOL_kT4Rli8vDKj1ZF8,auto-electrician-spare-parts-ac-battery-other-works,"Auto Electrician, Spare Parts, AC , Battery & Other Works",Garages,,garage;car repair;mechanic,,"Al Khuwair St, Muscat, Oman",Muscat,Oman,23.592737,58.427967,https://www.google.com/maps/place/?q=place_id:ChIJiWndbOL_kT4Rli8vDKj1ZF8,https://www.google.com/maps/place/?q=place_id:ChIJiWndbOL_kT4Rli8vDKj1ZF8,+968 9230 1611,https://www.google.com/maps/place/?q=place_id:ChIJiWndbOL_kT4Rli8vDKj1ZF8,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEOdKNadGaBuHUpjwJf0IasUPn2iWXU7Y-F9PP9veOKIYNGZrdmZb-kabsgL8VwpPO2X3KyMMOkFnBgm3wVXcgdDSBVZID_U9z11NN8EaJHaJ5b5IdBv6WXF-d9UabnOUH6rIrtZKjAhWg=w900-h900-p-k-no,,,,,★★★★★ · Air conditioning repair service,★★★★★ · Air conditioning repair service,,,,,,5.00,,,,,,11,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ14dxb-n4kT4RTXRQCz3wmRg,auto-power-car-repair,Auto Power Car Repair,Garages,,garage;car repair;mechanic,,"qurum city center, Muscat, Oman",Muscat,Oman,23.609333,58.489622,https://www.google.com/maps/place/?q=place_id:ChIJ14dxb-n4kT4RTXRQCz3wmRg,http://www.autopower.om/,+968 22 063829,http://www.autopower.om/,https://www.google.com/s2/favicons?domain=www.autopower.om&sz=128,https://www.autopower.om/images/page1_pic1.jpg,,,,,,"Anyone who's ever worked on cars or spent more money getting their car repaired will tell you: Don't ignore preventive maintenance. The basics, like changing your oil, checking your tire pressure, and getting scheduled inspections and work done are like getting regular checkups at the doctor. They keep you healthy and give youâand the expertsâa chance to catch anything serious before it becomes a major problem. With your car, that can save you thousands.",,,towing;tires;electrical;car wash;brand specialist,,,3.80,,,,,,6,Google,,2025-10-04,,,,,,,https://www.autopower.om/Services.html,,,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,,,6 968-95462290
ChIJ29v_-0P9jT4RnXetssGeg5w,auto-star-oman,Auto Star Oman,Garages,,garage;car repair;mechanic,,"Muscat, Oman",Muscat,Oman,23.595116,58.249085,https://www.google.com/maps/place/?q=place_id:ChIJ29v_-0P9jT4RnXetssGeg5w,https://instagram.com/auto_star_om?igshid=ZGUzMzM3NWJiOQ==,+968 9540 7474,https://instagram.com/auto_star_om?igshid=ZGUzMzM3NWJiOQ==,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,https://scontent-ams2-1.cdninstagram.com/v/t51.2885-19/256561942_113097841057947_7047409248764804188_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=101&ccb=7-5&_nc_sid=bf7eb4&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MzQuQzMifQ%3D%3D&_nc_ohc=3g2K0_-HUOcQ7kNvwGaFgMI&_nc_oc=AdkDF7eFPaVgJA8zsWwzqCm_E70K8G9xFXSwyB2_kChQwjcZ-X8B2x52KhaF1XmQ7CI&_nc_zt=24&_nc_ht=scontent-ams2-1.cdninstagram.com&oh=00_AfdbKh-paPrSOqlDG3YBmJ04NWZ2wB_yOfZWlmoK3wad6w&oe=68E724BA,,,,,"1,517 Followers, 4,007 Following, 114 Posts - Auto Star Car Detailing 🇴🇲 (@auto_star_om) on Instagram: ""‎* غسيل وتلميع السيارات * تلميع محرك السيارات * تلميع و تنظيف مصابيح * تركيب طبقة نانو سرميك *…","1,517 Followers, 4,007 Following, 114 Posts - Auto Star Car Detailing 🇴🇲 (@auto_star_om) on Instagram: ""‎* غسيل وتلميع السيارات * تلميع محرك السيارات * تلميع و تنظيف مصابيح * تركيب طبقة نانو سرميك * تركيب مخفي عازل حراري * صبغ نصف بمفر ورنجات الموقع 📍‎""",,,detailing,,,4.70,,,,,,23,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ChIJU__S0Gb3kT4RUcI2ixVwTwY,auto-windshield-crack-repair-fixing-muscat,Auto Windshield Crack repair & Fixing Muscatلحام زجاج السيارات الوادي الكبير,Garages,,garage;car repair;mechanic,,"4411 Way Shop No 809, Bulling Box 855,144 , PC: 114, POB:, 148 SenEyah, مسقط، Oman",Muscat,Oman,23.591781,58.560637,https://www.google.com/maps/place/?q=place_id:ChIJU__S0Gb3kT4RUcI2ixVwTwY,https://business.google.com/v/_/AKsrIN1cSjYk9IV7OqMQf-lVvK8AetlYY4PQhBma41k92_OI9DL69tYl-R84/cab5/_?,+968 9904 7944,https://business.google.com/v/_/AKsrIN1cSjYk9IV7OqMQf-lVvK8AetlYY4PQhBma41k92_OI9DL69tYl-R84/cab5/_?,https://www.google.com/s2/favicons?domain=business.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipPoaDB8rtsooWOL7-41mudDDPibbMjN9_ELz8T6=w568-h568-n-k-no-v1,,,,,,,,,tires,,,4.40,,,,,,273,Google,,2025-10-04,,,,,,,,,,,,,,Yes,,,,,,,,,,,,9904 7944
ChIJPTPoS1n9jT4RgxGqk-ZVCLo,auto-electrician-battery-oil-car-repair-mechanic,"Auto electrician: battery,oil,car repair, mechanic",Garages,,garage;car repair;mechanic,,"Near bank dofar Atm, Al Maha pump, السيب‎ 121, Oman",Muscat,Oman,23.629469,58.232933,https://www.google.com/maps/place/?q=place_id:ChIJPTPoS1n9jT4RgxGqk-ZVCLo,https://www.google.com/maps/place/?q=place_id:ChIJPTPoS1n9jT4RgxGqk-ZVCLo,+968 9476 8786,https://www.google.com/maps/place/?q=place_id:ChIJPTPoS1n9jT4RgxGqk-ZVCLo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNXBd_UkElopT3EKtBUdzRewn3qXE3XPkj9BEv3=w900-h900-p-k-no,,,,,★★★★★ · Mechanic,★★★★★ · Mechanic,,,,,,4.80,,,,,,6,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJEdDnTRH9jT4RFEhqNd5PKrk,auto-electrician-battery-and-car-repair-soman-p-k,Auto electrician:battery and car repair (Soman p.k),Garages,,garage;car repair;mechanic,,"Seeb, Oman",Muscat,Oman,23.602508,58.218086,https://www.google.com/maps/place/?q=place_id:ChIJEdDnTRH9jT4RFEhqNd5PKrk,https://www.google.com/maps/place/?q=place_id:ChIJEdDnTRH9jT4RFEhqNd5PKrk,+968 9476 8786,https://www.google.com/maps/place/?q=place_id:ChIJEdDnTRH9jT4RFEhqNd5PKrk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSL0iOcuzpwO21z156qUq-PJCbz7hM-hWhRTqae4jcsf4Bm6ZdZrX4orF2_y0ecHDcSm-7Ve5CTC9fRZcZL0AoLsyga1hBaOJDwxLlfwzoZ2DYV7O64Hnl-TeLvymcpjiP6KCI=w900-h900-p-k-no,,,,,★★★★★ · Car repair and maintenance service,★★★★★ · Car repair and maintenance service,,,,,,4.80,,,,,,24,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJFYFdr9_3kT4RsK0E5BLxU-Y,automagic-auto-electrician-and-ecu-programming,AutoMagic / Auto Electrician and ECU Programming,Garages,,garage;car repair;mechanic,,"4429 way, Muscat 133, Oman",Muscat,Oman,23.584090,58.558781,https://www.google.com/maps/place/?q=place_id:ChIJFYFdr9_3kT4RsK0E5BLxU-Y,https://www.google.com/maps/place/?q=place_id:ChIJFYFdr9_3kT4RsK0E5BLxU-Y,+968 9365 5708,https://www.google.com/maps/place/?q=place_id:ChIJFYFdr9_3kT4RsK0E5BLxU-Y,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipPkiW9OqhIZE0FkGhtNWBWsfN6JfMuOEClSd2II=w900-h900-p-k-no,,,,,★★★★☆ · Auto electrical service,★★★★☆ · Auto electrical service,,,,,,4.40,,,,,,5,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
