id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,website,phone,maps_url,hours_raw,logo_url,hero_url,image_credit,image_source_url,place_id,osm_type,osm_id,wikidata_id,url,price_range,busyness_hint,about_short,about_long,amenities
ChIJrYyvH6n_kT4RE3EypCIY5cw,al-khuwair-square,Al Khuwair Square,Malls,,mall;shopping;retail,,"Souk Al Khuwair St, Muscat, Oman",Muscat,Oman,23.589402,58.428580,https://www.google.com/maps/place/?q=place_id:ChIJrYyvH6n_kT4RE3EypCIY5cw,+968 24 613704,https://www.google.com/maps/place/?q=place_id:ChIJrYyvH6n_kT4RE3EypCIY5cw,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJrYyvH6n_kT4RE3EypCIY5cw,,,,https://www.google.com/maps/place/?q=place_id:ChIJrYyvH6n_kT4RE3EypCIY5cw,,,,,
ChIJXeJiJjH_kT4RLABN0wzzLoo,al-madina-plaza,Al Madina Plaza,Malls,,mall;shopping;retail,,"Al Bashair St, Muscat, Oman",Muscat,Oman,23.601387,58.454741,http://www.towellproperty.com/,+968 9811 6611,https://www.google.com/maps/place/?q=place_id:ChIJXeJiJjH_kT4RLABN0wzzLoo,,https://www.google.com/s2/favicons?domain=www.towellproperty.com&sz=128,,,,ChIJXeJiJjH_kT4RLABN0wzzLoo,,,,http://www.towellproperty.com/,,,,,
ChIJPXP8xUn_kT4RmApdXzjO7Ac,al-masa-mall,Al Masa Mall,Malls,,mall;shopping;retail,,"Sarooj Street، 3009 As Saruj St, Muscat, Oman",Muscat,Oman,23.608569,58.455221,https://www.instagram.com/almasamall.om/,+968 24 693919,https://www.google.com/maps/place/?q=place_id:ChIJPXP8xUn_kT4RmApdXzjO7Ac,,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,ChIJPXP8xUn_kT4RmApdXzjO7Ac,,,,https://www.instagram.com/almasamall.om/,,,,,
ChIJe6t8f8r_kT4R2vGvEVayjDc,al-maydan-plaza,Al Maydan Plaza,Malls,,mall;shopping;retail,,"دوحة الأدب الخوير OM, Muscat 614, Oman",Muscat,Oman,23.592771,58.427014,https://www.google.com/maps/place/?q=place_id:ChIJe6t8f8r_kT4R2vGvEVayjDc,+968 9633 7373,https://www.google.com/maps/place/?q=place_id:ChIJe6t8f8r_kT4R2vGvEVayjDc,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJe6t8f8r_kT4R2vGvEVayjDc,,,,https://www.google.com/maps/place/?q=place_id:ChIJe6t8f8r_kT4R2vGvEVayjDc,,,,,
ChIJKaw_Cvz7kT4RUdDjIk-I1aE,al-meera-mall,Al Meera Mall,Malls,,mall;shopping;retail,,"6 Al Mahaj Roundabout, Al Amarat, Oman",Muscat,Oman,23.512735,58.480396,https://www.almeera.com.qa/,,https://www.google.com/maps/place/?q=place_id:ChIJKaw_Cvz7kT4RUdDjIk-I1aE,,https://www.google.com/s2/favicons?domain=www.almeera.com.qa&sz=128,,,,ChIJKaw_Cvz7kT4RUdDjIk-I1aE,,,,https://www.almeera.com.qa/,,,,,
ChIJgzKFE5L9jT4RmJ2jpr9uaXY,al-mouj-sales-experience-centre,Al Mouj Sales & Experience Centre,Malls,,mall;shopping;retail,,"الموج مسقط،, J7H8+85M، السيب‎، Oman",Muscat,Oman,23.628341,58.265426,https://www.google.com/maps/place/?q=place_id:ChIJgzKFE5L9jT4RmJ2jpr9uaXY,,https://www.google.com/maps/place/?q=place_id:ChIJgzKFE5L9jT4RmJ2jpr9uaXY,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJgzKFE5L9jT4RmJ2jpr9uaXY,,,,https://www.google.com/maps/place/?q=place_id:ChIJgzKFE5L9jT4RmJ2jpr9uaXY,,,,,
ChIJRcwtAbP9jT4ROWpVHTd3UlI,al-muzn-mall,Al Muzn Mall,Malls,,mall;shopping;retail,,"Al Muzn Mall, Muscat, Oman",Muscat,Oman,23.622985,58.249526,https://www.instagram.com/almuznmall/?hl=en,+968 9812 1014,https://www.google.com/maps/place/?q=place_id:ChIJRcwtAbP9jT4ROWpVHTd3UlI,,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,ChIJRcwtAbP9jT4ROWpVHTd3UlI,,,,https://www.instagram.com/almuznmall/?hl=en,,,,,
ChIJF_ozxTz_kT4RuuHdQcZUyhE,al-nawras-commercial-center,Al Nawras Commercial Center,Malls,,mall;shopping;retail,,"Nawras commercial Center, Al Khuwair St, Muscat 113, Oman",Muscat,Oman,23.596656,58.433554,https://www.google.com/maps/place/?q=place_id:ChIJF_ozxTz_kT4RuuHdQcZUyhE,,https://www.google.com/maps/place/?q=place_id:ChIJF_ozxTz_kT4RuuHdQcZUyhE,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJF_ozxTz_kT4RuuHdQcZUyhE,,,,https://www.google.com/maps/place/?q=place_id:ChIJF_ozxTz_kT4RuuHdQcZUyhE,,,,,
ChIJ93MzEjH_kT4RjXwqGSCRy3Y,al-noor-plaza,Al Noor Plaza النور بلازا,Malls,,mall;shopping;retail,,"Al Bashair St, Muscat, Oman",Muscat,Oman,23.600824,58.455718,http://www.towellproperty.com/,+968 9811 6611,https://www.google.com/maps/place/?q=place_id:ChIJ93MzEjH_kT4RjXwqGSCRy3Y,,https://www.google.com/s2/favicons?domain=www.towellproperty.com&sz=128,,,,ChIJ93MzEjH_kT4RjXwqGSCRy3Y,,,,http://www.towellproperty.com/,,,,,
ChIJiRCepnb9jT4RK9k4_FJ4Gso,al-qabayel-discount-center-al-hail,Al Qabayel Discount Center Al Hail مركز القبائل للتخفيضات الحيل,Malls,,mall;shopping;retail,,"Seeb, Oman",Muscat,Oman,23.621227,58.240883,https://www.google.com/maps/place/?q=place_id:ChIJiRCepnb9jT4RK9k4_FJ4Gso,,https://www.google.com/maps/place/?q=place_id:ChIJiRCepnb9jT4RK9k4_FJ4Gso,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJiRCepnb9jT4RK9k4_FJ4Gso,,,,https://www.google.com/maps/place/?q=place_id:ChIJiRCepnb9jT4RK9k4_FJ4Gso,,,,,
ChIJa7t-Jpz_kT4ROQf13iiSfDE,al-qabayel-discount-center-bousher,Al Qabayel Discount Center Bousher,Malls,,mall;shopping;retail,,"Muscat, Oman",Muscat,Oman,23.554566,58.407672,https://www.google.com/maps/place/?q=place_id:ChIJa7t-Jpz_kT4ROQf13iiSfDE,+968 9787 0400,https://www.google.com/maps/place/?q=place_id:ChIJa7t-Jpz_kT4ROQf13iiSfDE,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJa7t-Jpz_kT4ROQf13iiSfDE,,,,https://www.google.com/maps/place/?q=place_id:ChIJa7t-Jpz_kT4ROQf13iiSfDE,,,,,
ChIJL2j-vu34kT4RAxxE4dhwKf4,al-qurum-complex,Al Qurum Complex,Malls,,mall;shopping;retail,,"Al qurum complex(ccc, مسقط، Oman",Muscat,Oman,23.615762,58.496418,https://www.daleel1010.om/ar/business/%D9%85%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D9%82%D8%B1%D9%85-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-OMDIRAS2416.html,+968 9420 6751,https://www.google.com/maps/place/?q=place_id:ChIJL2j-vu34kT4RAxxE4dhwKf4,,https://www.google.com/s2/favicons?domain=www.daleel1010.om&sz=128,,,,ChIJL2j-vu34kT4RAxxE4dhwKf4,,,,https://www.daleel1010.om/ar/business/%D9%85%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D9%82%D8%B1%D9%85-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-OMDIRAS2416.html,,,,,
ChIJTa0Q-hj7kT4RDB8xNEL0tx4,al-safa-mordern-shopping-centre,Al Safa Mordern Shopping Centre.,Malls,,mall;shopping;retail,,"FGR2+W62, 17, Al Amarat, Oman",Muscat,Oman,23.492257,58.500519,https://www.google.com/maps/place/?q=place_id:ChIJTa0Q-hj7kT4RDB8xNEL0tx4,,https://www.google.com/maps/place/?q=place_id:ChIJTa0Q-hj7kT4RDB8xNEL0tx4,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJTa0Q-hj7kT4RDB8xNEL0tx4,,,,https://www.google.com/maps/place/?q=place_id:ChIJTa0Q-hj7kT4RDB8xNEL0tx4,,,,,
ChIJi8GDoUr6kT4RXbLi4psaDPw,al-safa-shopping-centre,Al Safa Shopping Centre,Malls,,mall;shopping;retail,,"GGM5+RXG, Al Amarat, Oman",Muscat,Oman,23.534562,58.509953,http://www.kmtrading.com/,+968 24 872100,https://www.google.com/maps/place/?q=place_id:ChIJi8GDoUr6kT4RXbLi4psaDPw,,https://www.google.com/s2/favicons?domain=www.kmtrading.com&sz=128,,,,ChIJi8GDoUr6kT4RXbLi4psaDPw,,,,http://www.kmtrading.com/,,,,,
ChIJOyGwgxH_kT4RsT7AcnHlbAk,alia-centre-al-khuwair,Alia Centre Al Khuwair,Malls,,mall;shopping;retail,,"HCWJ+HG6, 3329 Way, Muscat, Oman",Muscat,Oman,23.596413,58.431280,https://www.google.com/maps/place/?q=place_id:ChIJOyGwgxH_kT4RsT7AcnHlbAk,,https://www.google.com/maps/place/?q=place_id:ChIJOyGwgxH_kT4RsT7AcnHlbAk,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJOyGwgxH_kT4RsT7AcnHlbAk,,,,https://www.google.com/maps/place/?q=place_id:ChIJOyGwgxH_kT4RsT7AcnHlbAk,,,,,
ChIJ89rfWA73kT4Rizh4XgXbTTg,aman-pioneer,Aman Pioneer,Malls,,mall;shopping;retail,,"JH97+WV Mutrah Souq, Muscat, Oman",Muscat,Oman,23.619778,58.564736,https://www.google.com/maps/place/?q=place_id:ChIJ89rfWA73kT4Rizh4XgXbTTg,+968 9125 1544,https://www.google.com/maps/place/?q=place_id:ChIJ89rfWA73kT4Rizh4XgXbTTg,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ89rfWA73kT4Rizh4XgXbTTg,,,,https://www.google.com/maps/place/?q=place_id:ChIJ89rfWA73kT4Rizh4XgXbTTg,,,,,
ChIJae4yVUr_kT4Rau140q6ejj8,arzat-mall-office-no-63,Arzat Mall أرزات مولOffice No 63,Malls,,mall;shopping;retail,,"HCQH+R54, Souk Al Khuwair St, Muscat, Oman",Muscat,Oman,23.589524,58.427958,https://www.google.com/maps/place/?q=place_id:ChIJae4yVUr_kT4Rau140q6ejj8,+968 24 480801,https://www.google.com/maps/place/?q=place_id:ChIJae4yVUr_kT4Rau140q6ejj8,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJae4yVUr_kT4Rau140q6ejj8,,,,https://www.google.com/maps/place/?q=place_id:ChIJae4yVUr_kT4Rau140q6ejj8,,,,,
ChIJTQRFQA79jT4RqDoXL0llkvk,aseel-shopping-center,Aseel Shopping Center,Malls,,mall;shopping;retail,,"J63F+QV2, Seeb, Oman",Muscat,Oman,23.604389,58.224654,https://instagram.com/aseel.shopping0?utm_medium=copy_link,+968 9280 3553,https://www.google.com/maps/place/?q=place_id:ChIJTQRFQA79jT4RqDoXL0llkvk,,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,ChIJTQRFQA79jT4RqDoXL0llkvk,,,,https://instagram.com/aseel.shopping0?utm_medium=copy_link,,,,,
ChIJhfqgfd3_kT4Ro-u_JIpo1QA,azaiba-gardens-mall,Azaiba Gardens Mall,Malls,,mall;shopping;retail,,"Al Athaiba Garden Athaiba، H9RJ+887, Muscat, Oman",Muscat,Oman,23.590776,58.380783,https://www.google.com/maps/place/?q=place_id:ChIJhfqgfd3_kT4Ro-u_JIpo1QA,,https://www.google.com/maps/place/?q=place_id:ChIJhfqgfd3_kT4Ro-u_JIpo1QA,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJhfqgfd3_kT4Ro-u_JIpo1QA,,,,https://www.google.com/maps/place/?q=place_id:ChIJhfqgfd3_kT4Ro-u_JIpo1QA,,,,,
ChIJxXbYwoD_kT4R2BXUyO9SP98,a-raya,A’RAYA,Malls,,mall;shopping;retail,,"HCXF+RG4, Muscat, Oman",Muscat,Oman,23.599515,58.423838,https://www.instagram.com/arayacomplex?igsh=ejd5MWFzMHNqaHRo,+968 9699 9410,https://www.google.com/maps/place/?q=place_id:ChIJxXbYwoD_kT4R2BXUyO9SP98,,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,ChIJxXbYwoD_kT4R2BXUyO9SP98,,,,https://www.instagram.com/arayacomplex?igsh=ejd5MWFzMHNqaHRo,,,,,
ChIJrSlQ4LT4kT4RhyQY8Mc-SS8,boulevard-boutique-mall,Boulevard Boutique Mall,Malls,,mall;shopping;retail,,"OM, شارع الخارجية، مسقط 103, Oman",Muscat,Oman,23.612422,58.464502,http://www.boulevardboutiquemall.com/,+968 24 400513,https://www.google.com/maps/place/?q=place_id:ChIJrSlQ4LT4kT4RhyQY8Mc-SS8,,https://www.google.com/s2/favicons?domain=www.boulevardboutiquemall.com&sz=128,,,,ChIJrSlQ4LT4kT4RhyQY8Mc-SS8,,,,http://www.boulevardboutiquemall.com/,,,,,
ChIJHUptpxH_kT4RloUNy-Qecx0,bustan-gift-market,Bustan Gift Market,Malls,,mall;shopping;retail,,"Muscat, Oman",Muscat,Oman,23.595499,58.432716,https://www.google.com/maps/place/?q=place_id:ChIJHUptpxH_kT4RloUNy-Qecx0,+968 9050 3920,https://www.google.com/maps/place/?q=place_id:ChIJHUptpxH_kT4RloUNy-Qecx0,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJHUptpxH_kT4RloUNy-Qecx0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHUptpxH_kT4RloUNy-Qecx0,,,,,
ChIJFyHYj4P3kT4RW6P2xmA2JL4,car-park,Car Park,Malls,,mall;shopping;retail,,"JH86+3R5, Muscat, Oman",Muscat,Oman,23.615126,58.562120,https://www.google.com/maps/place/?q=place_id:ChIJFyHYj4P3kT4RW6P2xmA2JL4,,https://www.google.com/maps/place/?q=place_id:ChIJFyHYj4P3kT4RW6P2xmA2JL4,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJFyHYj4P3kT4RW6P2xmA2JL4,,,,https://www.google.com/maps/place/?q=place_id:ChIJFyHYj4P3kT4RW6P2xmA2JL4,,,,,
ChIJ38u0arj5kT4Raw6YBssOnJ8,carryfoodhypermarket,CarryFoodHypermarket,Malls,,mall;shopping;retail,,"HGRJ+H35, Muscat, Oman",Muscat,Oman,23.591384,58.530236,https://www.google.com/maps/place/?q=place_id:ChIJ38u0arj5kT4Raw6YBssOnJ8,+968 7211 3112,https://www.google.com/maps/place/?q=place_id:ChIJ38u0arj5kT4Raw6YBssOnJ8,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ38u0arj5kT4Raw6YBssOnJ8,,,,https://www.google.com/maps/place/?q=place_id:ChIJ38u0arj5kT4Raw6YBssOnJ8,,,,,
ChIJk3TFPjv_kT4R3wUkAaBJj8U,centrepoint-al-khuwair,Centrepoint Al Khuwair سنتر بوينت - الواحة مول,Malls,,mall;shopping;retail,,"HCWW+CQ7, 3305 Way, Muscat, Oman",Muscat,Oman,23.596043,58.446914,https://www.google.com/maps/place/?q=place_id:ChIJk3TFPjv_kT4R3wUkAaBJj8U,+968 22 060160,https://www.google.com/maps/place/?q=place_id:ChIJk3TFPjv_kT4R3wUkAaBJj8U,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJk3TFPjv_kT4R3wUkAaBJj8U,,,,https://www.google.com/maps/place/?q=place_id:ChIJk3TFPjv_kT4R3wUkAaBJj8U,,,,,
ChIJ02ArXaz9jT4Rbr5rfD7NRdI,china-market,China Market,Malls,,mall;shopping;retail,,"Al Hail, Seeb, مسقط, Oman",Muscat,Oman,23.619687,58.241824,https://www.google.com/maps/place/?q=place_id:ChIJ02ArXaz9jT4Rbr5rfD7NRdI,+968 9440 1530,https://www.google.com/maps/place/?q=place_id:ChIJ02ArXaz9jT4Rbr5rfD7NRdI,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ02ArXaz9jT4Rbr5rfD7NRdI,,,,https://www.google.com/maps/place/?q=place_id:ChIJ02ArXaz9jT4Rbr5rfD7NRdI,,,,,
ChIJI76BOpf9jT4RBTyg1Qg1Ano,city-centre-muscat,City Centre Muscat,Malls,,mall;shopping;retail,,"Al، Seeb St, Muscat, Oman",Muscat,Oman,23.599660,58.248822,https://www.citycentremuscat.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+968 800 78786,https://www.google.com/maps/place/?q=place_id:ChIJI76BOpf9jT4RBTyg1Qg1Ano,,https://www.google.com/s2/favicons?domain=www.citycentremuscat.com&sz=128,,,,ChIJI76BOpf9jT4RBTyg1Qg1Ano,,,,https://www.citycentremuscat.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,,,,,
ChIJ3RkkFOn4kT4RGO6wiWlA7qI,city-centre-qurum,City Centre Qurum,Malls,,mall;shopping;retail,,"City Center, Muscat 134, Oman",Muscat,Oman,23.608769,58.489762,https://www.citycentrequrum.com/,+968 800 78786,https://www.google.com/maps/place/?q=place_id:ChIJ3RkkFOn4kT4RGO6wiWlA7qI,,https://www.google.com/s2/favicons?domain=www.citycentrequrum.com&sz=128,,,,ChIJ3RkkFOn4kT4RGO6wiWlA7qI,,,,https://www.citycentrequrum.com/,,,,,
ChIJM2oVAgD_kT4RuPiZ4shJdnE,city-square,City Square,Malls,,mall;shopping;retail,,"HFR5+Q3X, Muscat, Oman",Muscat,Oman,23.591982,58.457728,https://www.google.com/maps/place/?q=place_id:ChIJM2oVAgD_kT4RuPiZ4shJdnE,,https://www.google.com/maps/place/?q=place_id:ChIJM2oVAgD_kT4RuPiZ4shJdnE,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJM2oVAgD_kT4RuPiZ4shJdnE,,,,https://www.google.com/maps/place/?q=place_id:ChIJM2oVAgD_kT4RuPiZ4shJdnE,,,,,
ChIJr0du01H_kT4RLUE-tkhj97o,day-by-day-shopping-al-khuwair,DAY BY DAY SHOPPING AL KHUWAIR,Malls,,mall;shopping;retail,,"AL KHUWAIR, Muscat 115, Oman",Muscat,Oman,23.593192,58.412982,https://www.instagram.com/daybydayspc?igsh=MWFteHJwczFpeWtqOA%3D%3D&utm_source=qr,+968 9678 1800,https://www.google.com/maps/place/?q=place_id:ChIJr0du01H_kT4RLUE-tkhj97o,,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,ChIJr0du01H_kT4RLUE-tkhj97o,,,,https://www.instagram.com/daybydayspc?igsh=MWFteHJwczFpeWtqOA%3D%3D&utm_source=qr,,,,,
ChIJL1ylscL_kT4R7NslmFVR7Oc,dragon-gift-center,Dragon Gift Center,Malls,,mall;shopping;retail,,"Muscat 133, Oman",Muscat,Oman,23.590781,58.383298,https://www.google.com/maps/place/?q=place_id:ChIJL1ylscL_kT4R7NslmFVR7Oc,,https://www.google.com/maps/place/?q=place_id:ChIJL1ylscL_kT4R7NslmFVR7Oc,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJL1ylscL_kT4R7NslmFVR7Oc,,,,https://www.google.com/maps/place/?q=place_id:ChIJL1ylscL_kT4R7NslmFVR7Oc,,,,,
ChIJx9oIdsQBjj4RMmbjopNsv24,dream-flower-shopping-centre,Dream Flower Shopping Centre,Malls,,mall;shopping;retail,,"Ghala Industrial Estate, H8GX+PWV، مسقط، Oman",Muscat,Oman,23.576862,58.349795,https://www.google.com/maps/place/?q=place_id:ChIJx9oIdsQBjj4RMmbjopNsv24,,https://www.google.com/maps/place/?q=place_id:ChIJx9oIdsQBjj4RMmbjopNsv24,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJx9oIdsQBjj4RMmbjopNsv24,,,,https://www.google.com/maps/place/?q=place_id:ChIJx9oIdsQBjj4RMmbjopNsv24,,,,,
ChIJZadB-IT3kT4RdAAX5Ja5BL8,dubai-shopping-center-mutrah,Dubai Shopping Center Mutrah,Malls,,mall;shopping;retail,,"Mutrah High St, Muscat, Oman",Muscat,Oman,23.618076,58.563136,https://www.google.com/maps/place/?q=place_id:ChIJZadB-IT3kT4RdAAX5Ja5BL8,,https://www.google.com/maps/place/?q=place_id:ChIJZadB-IT3kT4RdAAX5Ja5BL8,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJZadB-IT3kT4RdAAX5Ja5BL8,,,,https://www.google.com/maps/place/?q=place_id:ChIJZadB-IT3kT4RdAAX5Ja5BL8,,,,,
