id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,services,response_time,service_area,emergency_hours,warranty,inspection_fee,whatsapp,booking_url,contact_url,open_24h,plumbing,electrical,ac_service,painting,locksmith,roofing,pest_control,cleaning,handyman,carpentry,masonry,appliance_repair,waterproofing,solar,approx_price_min,approx_price_max
ChIJK2OW9VVcXz4R4bsdKeF5mBs,al-baraka-al-jadeeda-lock-repairing,Al Baraka Al Jadeeda Lock Repairing,Home Maintenance and Repair,,home repair;maintenance;services,,Mohammed Ahmed Ateeq Al Mehri Building - Shop # 7 - Kuwait St - next to Al Attar Center - Al Karama - Dubai - United Arab Emirates,Muscat,Oman,25.245259,55.302454,https://www.google.com/maps/place/?q=place_id:ChIJK2OW9VVcXz4R4bsdKeF5mBs,https://www.locksmith.ae/,+971 55 742 4211,https://www.locksmith.ae/,https://www.google.com/s2/favicons?domain=www.locksmith.ae&sz=128,https://www.locksmith.ae/wp-content/uploads/2017/11/lock_logo.png,,,,,"Locksmith Dubai is a 24*7 locksmith company. We offer door, car unlock, new lock Installation, key cutting, key duplication services all over the Dubai.","Locksmith Dubai is a 24*7 locksmith company. We offer door, car unlock, new lock Installation, key cutting, key duplication services all over the Dubai. Al Baraka Al Jadeed Lock Repairing is a licensed locksmith company having professional experience of more than 20+ years. All over Dubai, we provide commercial , domestic , and automobile locksmith services to the customers. We have locksmith experts who are doing their jobs effectively and honestly thus you can find locksmith services within 30 minutes at your location. So we are known for providing the fastest locksmith services in Dubai.",,,,,,4.5,,,,,,16,Google,,10/4/2025,carpentry;locksmith,,Yes,,Yes,,,,https://www.locksmith.ae/contact/,Yes,,,,,Yes,,,,,Yes,,,,,,
ChIJD49oxVlZXz4R-AFIkysYFUk,al-baraka-key-abkeys,Al Baraka Key (ABKEYS) مـفـتـاح الـبـركـة,Home Maintenance and Repair,,home repair;maintenance;services,,industrial area 5 - Double Cola Road، Maza Signal - الصناعيات - المنطقة الصناعية - إمارة الشارقةّ - United Arab Emirates,Muscat,Oman,25.325833,55.406389,https://www.google.com/maps/place/?q=place_id:ChIJD49oxVlZXz4R-AFIkysYFUk,https://www.abkeys.com/,+971 50 646 6398,https://www.abkeys.com/,https://www.google.com/s2/favicons?domain=www.abkeys.com&sz=128,https://cdn.shopify.com/s/files/1/0637/8848/2814/files/abk-logo2023.png?v=1655133170,,,,,"ABKEYS is a locksmith supplier for all kinds of remotes, transponder keys, smart keys, opening tools & key programming devices. We offer the widest variety of OEM & non-OEM remotes in the world ABK…","ABKEYS is a locksmith supplier for all kinds of remotes, transponder keys, smart keys, opening tools & key programming devices. We offer the widest variety of OEM & non-OEM remotes in the world ABK ABKEYS",,,,,,4.1,,,,,,94,Google,,10/4/2025,locksmith,,,,,,,,https://abkeys.com/pages/contact-us-abkeys-contact-information,,,,,,Yes,,,,,,,,,,,
ChIJl5uFOAX_kT4RDCUoPluRTXk,al-bayan-enterprises,Al Bayan Enterprises,Home Maintenance and Repair,,home repair;maintenance;services,,"Shop 33, Arzat Building, Souk Al, مسقط، Oman",Muscat,Oman,23.589432,58.427854,https://www.google.com/maps/place/?q=place_id:ChIJl5uFOAX_kT4RDCUoPluRTXk,https://www.google.com/maps/place/?q=place_id:ChIJl5uFOAX_kT4RDCUoPluRTXk,,https://www.google.com/maps/place/?q=place_id:ChIJl5uFOAX_kT4RDCUoPluRTXk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOWga957CG0uOHz6Nd92JQxRrTJcL-hRNc_Qvw0=w900-h900-p-k-no,,,,,★★★★★ · Construction company,★★★★★ · Construction company,,,,,,5,,,,,,1,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJO7-tOSj_kT4RgmDzt6AA0g8,al-binaa-construction-industry-saoc,Al Binaa Construction & Industry SAOC,Home Maintenance and Repair,,home repair;maintenance;services,,"1212 Way 2708، Muscat 100, Oman",Muscat,Oman,23.587147,58.453645,https://www.google.com/maps/place/?q=place_id:ChIJO7-tOSj_kT4RgmDzt6AA0g8,http://www.albinaa-om.com/,+968 24 693300,http://www.albinaa-om.com/,https://www.google.com/s2/favicons?domain=www.albinaa-om.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,An amazing site is coming to this web address. Check back soon!,,,,,,3.8,,,,,,15,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJlSUEYkX9jT4R7lpCCHiWZGw,al-dalhami-trading-cont-est,Al Dalhami. Trading & CONT. EST,Home Maintenance and Repair,,home repair;maintenance;services,,"J6Q2+4PF, Seeb, Oman",Muscat,Oman,23.637817,58.201804,https://www.google.com/maps/place/?q=place_id:ChIJlSUEYkX9jT4R7lpCCHiWZGw,https://www.google.com/maps/place/?q=place_id:ChIJlSUEYkX9jT4R7lpCCHiWZGw,,https://www.google.com/maps/place/?q=place_id:ChIJlSUEYkX9jT4R7lpCCHiWZGw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMeueF6M5b-KxFi3XKapERX1x7RRV40IAktXApRClTu2pPytMhJ7amB-UF3QPWNbOPhomlu_imdDcyji8NqpROSSS5RrMnVQKhk4xy7xtHescLhkofVm52ezpoWZoT93JSEuhDBrH_aghV=w900-h900-p-k-no,,,,,★★★★★ · Electrical installation service,★★★★★ · Electrical installation service,,,,,,5,,,,,,2,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJVVVVlSEAjj4Rv4Ry4Jw4ZJw,al-dallah-al-arabia-trading-and-contracting-co,Al Dallah Al Arabia Trading and Contracting Co.,Home Maintenance and Repair,,home repair;maintenance;services,,"H9M9+VJ3, Muscat, Oman",Muscat,Oman,23.584649,58.369048,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlSEAjj4Rv4Ry4Jw4ZJw,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlSEAjj4Rv4Ry4Jw4ZJw,+968 9628 7015,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlSEAjj4Rv4Ry4Jw4ZJw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4norHqOxI2mmH--sQPfelhJU4SSklBToKcdlh-qkzUUrDD05baga8oC72orxg8fs8xfXS9t55fDBFphlSOln-0Q5a6bj6TKvREMQhEwdGqoaQKlCv6SxXDuwpLUVLk0i1ckfKJvQ=w900-h900-p-k-no,,,,,★★★★☆ · Construction company,★★★★☆ · Construction company,,,,,,4.3,,,,,,8,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJJ_uxv3H_kT4R-hi3RWN4T6Y,al-faisal-shahzad,Al Faisal Shahzad,Home Maintenance and Repair,,home repair;maintenance;services,,"HCVM+H3P, 3938 Way, Muscat, Oman",Muscat,Oman,23.593971,58.432693,https://www.google.com/maps/place/?q=place_id:ChIJJ_uxv3H_kT4R-hi3RWN4T6Y,https://www.google.com/maps/place/?q=place_id:ChIJJ_uxv3H_kT4R-hi3RWN4T6Y,+968 9208 1764,https://www.google.com/maps/place/?q=place_id:ChIJJ_uxv3H_kT4R-hi3RWN4T6Y,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_7OTs1elb4UmoIDJ0UtU9w&cb_client=search.gws-prod.gps&w=900&h=900&yaw=223.82727&pitch=0&thumbfov=100,,,,,★★★★☆ · Construction company,★★★★☆ · Construction company,,,,,,4,,,,,,2,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ3TVhYgb_kT4RIWR978YAXeQ,al-khair-key-maker,Al Khair Key Maker,Home Maintenance and Repair,,home repair;maintenance;services,,"Al Kuleiah Street, Hormuz Gas Station Al Khuwair Inside, Al Khuwair, مسقط 118, Oman",Muscat,Oman,23.58709,58.421841,https://www.google.com/maps/place/?q=place_id:ChIJ3TVhYgb_kT4RIWR978YAXeQ,https://www.google.com/maps/place/?q=place_id:ChIJ3TVhYgb_kT4RIWR978YAXeQ,+968 9904 4716,https://www.google.com/maps/place/?q=place_id:ChIJ3TVhYgb_kT4RIWR978YAXeQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwtoM9g7q-QBZFxS2tNYgznoVQ_0GssO_OAd3RJBDbn6LlOFsaSpLETR6_ftbDo6Xh7VYEKG0GU5Zwej9mZ4XhUqQt_kdh2UpIIgmfsbQAFlXmMgVPK3XFkP4N_5Fk9R0nVCq97g=w900-h900-p-k-no,,,,,★★★★★ · Key duplication service,★★★★★ · Key duplication service,,,,,,4.5,,,,,,71,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJjSyj6yT_kT4R_eF9RETo780,al-rawaj-international,Al Rawaj International,Home Maintenance and Repair,,home repair;maintenance;services,,"HCVX+F2J, 3305 Way, Muscat, Oman",Muscat,Oman,23.5937,58.447523,https://www.google.com/maps/place/?q=place_id:ChIJjSyj6yT_kT4R_eF9RETo780,https://www.google.com/maps/place/?q=place_id:ChIJjSyj6yT_kT4R_eF9RETo780,+91 96801 29160,https://www.google.com/maps/place/?q=place_id:ChIJjSyj6yT_kT4R_eF9RETo780,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://maps.google.com/maps/api/staticmap?center=23.5937003%2C58.4475231&zoom=16&size=900x900&language=en&markers=23.5937003%2C58.4475231&sensor=false&client=google-maps-frontend&signature=hW7T4x3EkvkncdYETeauiAnQClY,,,,,★★★★☆ · Interior designer,★★★★☆ · Interior designer,,,,,,3.7,,,,,,3,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJOdqHaNYBjj4RqROc3uEuuc8,al-waad-trading-contracting-enterprises,Al Waad Trading & Contracting Enterprises,Home Maintenance and Repair,,home repair;maintenance;services,,"H9W6+FGG, Muscat, Oman",Muscat,Oman,23.59619,58.361317,https://www.google.com/maps/place/?q=place_id:ChIJOdqHaNYBjj4RqROc3uEuuc8,http://alwaadoman.com/,,http://alwaadoman.com/,https://www.google.com/s2/favicons?domain=alwaadoman.com&sz=128,https://alwaadoman.com/assets/images/headerlogo.png,,,,,,,,,,,,5,,,,,,1,Google,,10/4/2025,AC service;electrical;plumbing,,,,,,,,https://alwaadoman.com/contact-us,,Yes,Yes,Yes,,,,,,,,,,,,,
ChIJkbwKqi0Ajj4RR4E713tEPOs,al-watanyiah-united-engineering-contracting-co,Al Watanyiah United Engineering & Contracting Co. الشركة الوطنية المتحدة للهندسة و المقاولات,Home Maintenance and Repair,,home repair;maintenance;services,,"Muscat, Oman",Muscat,Oman,23.568143,58.362922,https://www.google.com/maps/place/?q=place_id:ChIJkbwKqi0Ajj4RR4E713tEPOs,http://www.alwatanyiah.om/,+968 24 502581,http://www.alwatanyiah.om/,https://www.google.com/s2/favicons?domain=www.alwatanyiah.om&sz=128,http://www.alwatanyiah.om/images/1.jpg,,,,,"Al Watanyiah United Engineering & Contracting Company LLC., formerly known as NUEC (National United Engineering & Contracting Co.), re-branded in early 2013 with the new vision and steadfast mission…","Al Watanyiah United Engineering & Contracting Company LLC., formerly known as NUEC (National United Engineering & Contracting Co.), re-branded in early 2013 with the new vision and steadfast mission to emerge as a large and diversified construction organization capable of executing and delivering complex, prestigious and challenging projects. Al Watanyiah is an Omani company actively participating in the Nation building for over two decades. Project awarded for Completion of Balance Works in Sohar Industrial Estate Expansion Phase - 7 and Construction of Underground and Overhead Tank with Force Mainline at SIE Phase - 7",,,,,,3.6,,,,,,98,Google,,10/4/2025,carpentry,,,,,,,,,,,,,,,,,,,Yes,,,,,,
ChIJczII-u7_kT4RXj_C_ZSy0hc,al-wazah-trading-electrical-lighting,Al Wazah Trading Electrical & Lighting,Home Maintenance and Repair,,home repair;maintenance;services,,"ghubra, next to bank muscat , opposite hayat hospital, مسقط 121, Oman",Muscat,Oman,23.590297,58.405845,https://www.google.com/maps/place/?q=place_id:ChIJczII-u7_kT4RXj_C_ZSy0hc,https://www.google.com/maps/place/?q=place_id:ChIJczII-u7_kT4RXj_C_ZSy0hc,,https://www.google.com/maps/place/?q=place_id:ChIJczII-u7_kT4RXj_C_ZSy0hc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipN_X7rCyAAqq_iApV1NFfvGS2S9eXb2AYkWFT6O=w900-h900-p-k-no,,,,,★★★★☆ · Building materials supplier,★★★★☆ · Building materials supplier,,,,,,4,,,,,,1,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJOSSFAjAAjj4R1Tu-i2JjEeo,al-zakwani-enterprises,Al Zakwani Enterprises مؤسسة الزكواني,Home Maintenance and Repair,,home repair;maintenance;services,,"H9G6+239, Muscat, Oman",Muscat,Oman,23.575045,58.360246,https://www.google.com/maps/place/?q=place_id:ChIJOSSFAjAAjj4R1Tu-i2JjEeo,https://www.google.com/maps/place/?q=place_id:ChIJOSSFAjAAjj4R1Tu-i2JjEeo,+968 9241 3864,https://www.google.com/maps/place/?q=place_id:ChIJOSSFAjAAjj4R1Tu-i2JjEeo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PjrpASYqNqk3ecFT-9HuLQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=124.75145&pitch=0&thumbfov=100,,,,,★★★★☆ · Construction company,★★★★☆ · Construction company,,,,,,3.7,,,,,,14,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJa1xTF-D3kT4RVYJ3j0Sze_g,al-awsaf-modern,Al-Awsaf Modern,Home Maintenance and Repair,,home repair;maintenance;services,,"Wadi Kabir, Muscat 117, Oman",Muscat,Oman,23.578803,58.564461,https://www.google.com/maps/place/?q=place_id:ChIJa1xTF-D3kT4RVYJ3j0Sze_g,https://al-awsaf-modern.webnode.page/,+968 9729 3958,https://al-awsaf-modern.webnode.page/,https://www.google.com/s2/favicons?domain=al-awsaf-modern.webnode.page&sz=128,https://9a497f060d.cbaul-cdnwnd.com/70a740179020e46ffb29284dc0cd4caa/200000000-9131391315/700/images-pexels-com-photos-1643384-pexels-photo-1643384-auto-compress-cs-tinysrgb-dpr-2-h-650-w-940.jpeg?ph=9a497f060d,,,,,"Transforming spaces, elevating lifestyles.","Transforming spaces, elevating lifestyles. Welcome to AL-AWSAF MODERN, where we specialize in creating beautiful and functional interior designs in Muscat. Our goal is to enhance your living space and make it a reflection of your unique style and needs. Let us transform your home or business into a space that you love and are proud to show off.",,,,,,,,,,,,,,,10/4/2025,,,,,,,,,https://al-awsaf-modern.webnode.page/contact/,,,,,,,,,,,,,,,,,
ChIJK8-aIDr_kT4R6GMsEaZAUg0,amjaad-engineering-contracting,Amjaad Engineering & Contracting,Home Maintenance and Repair,,home repair;maintenance;services,,"3rd Floor Liwan Asafinah Bldg Al Ghubra Muscat OM، Muscat 130, Oman",Muscat,Oman,23.594531,58.402936,https://www.google.com/maps/place/?q=place_id:ChIJK8-aIDr_kT4R6GMsEaZAUg0,https://amjaad.com/,+968 24 903899,https://amjaad.com/,https://www.google.com/s2/favicons?domain=amjaad.com&sz=128,https://amjaad.com/wp-content/uploads/2023/11/video-poster-mob.webp,,,,,Amjaad,Amjaad For an optimal experience please rotate your device to portrait mode,,,,,,4.4,,,,,,46,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJfbE1Jzn5kT4RQeyH0w3ZZ5g,amjad-united-ent-keys-making-shop,Amjad United Ent. (Keys Making Shop),Home Maintenance and Repair,,home repair;maintenance;services,,"Ruwi After Hamriya Round about, Near Al Maha Petrol Pump, مسقط 112, Oman",Muscat,Oman,23.587706,58.542003,https://www.google.com/maps/place/?q=place_id:ChIJfbE1Jzn5kT4RQeyH0w3ZZ5g,https://m.facebook.com/profile.php?id=100064346581570,+968 7922 3386,https://m.facebook.com/profile.php?id=100064346581570,https://www.google.com/s2/favicons?domain=m.facebook.com&sz=128,https://static.xx.fbcdn.net/rsrc.php/v4/y8/r/k97pj8-or6s.png,,,,,"See posts, photos and more on Facebook.","See posts, photos and more on Facebook.",,,,,,4.7,,,,,,42,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,
