id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,catering_types,per_person_price_range,min_order,tastings_available,delivery_fee,equipment_rental,menu_url,packages_url,inquiry_url,corporate_catering,wedding_catering,private_events,live_stations,buffet,delivery_available,setup_included,service_area,min_order_currency,min_order_amount,per_person_currency,per_person_min,per_person_max
ChIJLab_UEj_kT4RiCMwh8wzk2s,bar-b-q-tonight-oman,Bar.B.Q Tonight - Oman,Catering Services,,catering;events;food service,,"Muscat Vision Building 3009، As Saruj St, Muscat, Oman",Muscat,Oman,23.609512,58.453975,https://www.google.com/maps/place/?q=place_id:ChIJLab_UEj_kT4RiCMwh8wzk2s,https://barbqtonight-oman.com/,+968 9767 3304,https://barbqtonight-oman.com/,https://barbqtonight-oman.com/wp-content/uploads/2023/03/cropped-bbq-tonight-logo-112-32x32.png,https://barbqtonight-oman.com/wp-content/uploads/2023/03/bbq-tonight-oman-home-page.png,,,,,"Experience authentic Pakistani cuisine at Bar B Q Tonight Oman – the best restaurant in Muscat. Enjoy flavorful kebabs, rich curries & more.","Experience authentic Pakistani cuisine at Bar B Q Tonight Oman – the best restaurant in Muscat. Enjoy flavorful kebabs, rich curries & more. Want your own menu for your upcoming event? Don’t worry, we will make it happen for you! . Let us know your requirements and we shall take care of everything . Call or WhatsApp for Catering inquiries please contact 00968 9410-6333 . For Dine-in Reservations and menu inquiries call or WhatsApp on the below numbers 00968 9767-3304 00968 9137-1711",$$,,delivery;buffet;corporate;private events,Arabic;Indian;Omani,,4,,,,,,1460,Google,,10/4/2025,,,,,,,https://barbqtonight-oman.com/menu/,,https://barbqtonight-oman.com/contact-us-barbqtonight-muscat-oman/,Yes,,Yes,,Yes,Yes,,,,,,,
ChIJPWMkwUj_kT4ROsfsWlPM0f0,bella-s-kitchen,Bella’s Kitchen,Catering Services,,catering;events;food service,,"Souq Al Madina First floor، Muscat, Oman",Muscat,Oman,23.60005,58.455052,https://www.google.com/maps/place/?q=place_id:ChIJPWMkwUj_kT4ROsfsWlPM0f0,https://www.instagram.com/bellaskitchen.om/,+968 9698 0202,https://www.instagram.com/bellaskitchen.om/,,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,4.6,,,,,,152,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJO3c3LNT5kT4RyHz8MC-S2Cc,beyond-kitchen-dine-in-catering-buffet,"Beyond Kitchen - Dine-In, Catering & Buffet",Catering Services,,catering;events;food service,,"1116, Mumtaz Heights, مسقط 112, Oman",Muscat,Oman,23.602408,58.533302,https://www.google.com/maps/place/?q=place_id:ChIJO3c3LNT5kT4RyHz8MC-S2Cc,https://www.google.com/maps/place/?q=place_id:ChIJO3c3LNT5kT4RyHz8MC-S2Cc,+968 9276 5681,https://www.google.com/maps/place/?q=place_id:ChIJO3c3LNT5kT4RyHz8MC-S2Cc,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipMI_7sWkgUgyiGaLHy4wse9HnlMVVZdrioOWqlI=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,4.4,,,,,,243,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJD1cF7C3_kT4RRhuXpkvSfJ4,bhai-kadai,Bhai Kadai,Catering Services,,catering;events;food service,,"Al Azaiba South, Muscat, Oman",Muscat,Oman,23.585081,58.373005,https://www.google.com/maps/place/?q=place_id:ChIJD1cF7C3_kT4RRhuXpkvSfJ4,https://www.google.com/maps/place/?q=place_id:ChIJD1cF7C3_kT4RRhuXpkvSfJ4,+968 9920 0484,https://www.google.com/maps/place/?q=place_id:ChIJD1cF7C3_kT4RRhuXpkvSfJ4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np54cc0mc1xeBOrir5zL9iPk4yHbyCMCsnH_o0jKFXVfdZTyGIEE1JBuBcuPAfLBuV2GdKWXlBjA141tP2QoA_n5LiUkGfrp6ofU9H1TW9YPXtTYuRD58M7gE-ceg9f_o6v43Mu=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,$,,,,,4.2,,,,,,1087,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJi8rdeNL5kT4RlWS5vISvY-8,bombay-chaat-corner-restaurant-a-unit-of-bombay-sweets,Bombay Chaat Corner & Restaurant (A Unit Of Bombay Sweets),Catering Services,,catering;events;food service,,"Rex Road، Muscat 112, Oman",Muscat,Oman,23.603069,58.543117,https://www.google.com/maps/place/?q=place_id:ChIJi8rdeNL5kT4RlWS5vISvY-8,http://www.bombaysweets.biz/,+968 24 796042,http://www.bombaysweets.biz/,http://www.bombaysweets.biz/favicon.ico,http://www.bombaysweets.biz/wpimages/wpbe327fb7_05_06.jpg,,,,,,All materials and information on this site is Copyright Reserved Â© 2010 by Karawan Al Seeb Trading L.L.C.,$$,,,Indian,,3.8,,,,,,390,Google,,10/4/2025,,,,,,,http://www.bombaysweets.biz/menu.htm,,http://www.bombaysweets.biz/enquiry.htm,,,,,,,,,,,,,
ChIJhdhF7h0Ijj4RMiSUpsFSxpc,como,COMO,Catering Services,,catering;events;food service,,"Seeb, Oman",Muscat,Oman,23.565796,58.176097,https://www.google.com/maps/place/?q=place_id:ChIJhdhF7h0Ijj4RMiSUpsFSxpc,http://comooman.com/,+968 24 448649,http://comooman.com/,https://comooman.com/images/favicon.ico,https://comooman.com/hstad/media/cms/mission-7d38b1e9172723859610733874.jpg,,,,,"COMO is the trading name of United Facilities Management Services LLC, one of the leading support services companies in the Sultanate of Oman and the broader region. We specialize in providing…","COMO is the trading name of United Facilities Management Services LLC, one of the leading support services companies in the Sultanate of Oman and the broader region. We specialize in providing Industrial and Corporate Catering, Maintenance Services, and Accommodation Management Solutions. ... COMO is the trading name of United Facilities Management Services LLC, one of the leading support services companies in the Sultanate of Oman and the broader region. We specialize in providing Industrial and Corporate Catering, Maintenance Services, and Accommodation Management Solutions. As an…",,,setup included;corporate,International;Omani,,4.1,,,,,,122,Google,,10/4/2025,,,,,,,,,https://comooman.com/contact-us,Yes,,,,,,Yes,,,,,,
ChIJ_R5n9SMBjj4RYALVa0ty9gA,csk-restaurant-ghala,CSK Restaurant Ghala,Catering Services,,catering;events;food service,,"Building No - 1//522, Way No 5005, Block No - 250, Muscat 130, Oman",Muscat,Oman,23.583811,58.369661,https://www.google.com/maps/place/?q=place_id:ChIJ_R5n9SMBjj4RYALVa0ty9gA,https://www.google.com/maps/place/?q=place_id:ChIJ_R5n9SMBjj4RYALVa0ty9gA,+968 22 570055,https://www.google.com/maps/place/?q=place_id:ChIJ_R5n9SMBjj4RYALVa0ty9gA,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipMHDqRuAOSrIkJVYaAVNaR3ZTs_t6bN7OMbeD8V=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,3.8,,,,,,204,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJsYA-FAoAjj4Rq7iyb5wPQhQ,cafe-farah,Cafe Farah,Catering Services,,catering;events;food service,,"Al Azaybah North, Muscat, Oman",Muscat,Oman,23.605014,58.353414,https://www.google.com/maps/place/?q=place_id:ChIJsYA-FAoAjj4Rq7iyb5wPQhQ,https://www.google.com/maps/place/?q=place_id:ChIJsYA-FAoAjj4Rq7iyb5wPQhQ,+968 9045 4545,https://www.google.com/maps/place/?q=place_id:ChIJsYA-FAoAjj4Rq7iyb5wPQhQ,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nosV04vpIdS_Uu-vZ7CY8aBT-chPCHK7pJk1vZzHF3bjnHdWhFUssgRJMQjO-esAxrvhIHs53N6Z2pHkoepcZja-QcGMcmk2ntDpZlBSq5gCm89IvaepQfnlwpiufIwmaRvXaQ=w900-h900-p-k-no,,,,,★★★★☆ · Cafe,★★★★☆ · Cafe,$,,,,,4.4,,,,,,2804,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJa0jtJoD_kT4Rx9wQCRe7270,cake-creations-al-khuwair,Cake Creations - Al Khuwair,Catering Services,,catering;events;food service,,"HCMF+58P, Al Maha St, Muscat, Oman",Muscat,Oman,23.582967,58.423327,https://www.google.com/maps/place/?q=place_id:ChIJa0jtJoD_kT4Rx9wQCRe7270,https://www.google.com/maps/place/?q=place_id:ChIJa0jtJoD_kT4Rx9wQCRe7270,+968 7202 0015,https://www.google.com/maps/place/?q=place_id:ChIJa0jtJoD_kT4Rx9wQCRe7270,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwNZgp5P0pfALFo5_ey1F3W1BqDMVhuWPkup_qvWdOhg3j3lvYTw9Fao_F2qXaxZ4ESQcByVIH9J5UrJbPL_aNvMUuuL3C181cPCK7oMRT-YDAeg2XKzT8R0wj1QcgmhE7Qvl0WA=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,$$,,,,,4.2,,,,,,287,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJLf2YrPb-kT4RUkG3sPuyUNg,caravans-catering,Caravans Catering,Catering Services,,catering;events;food service,,"Caravans Catering، Muscat, Oman",Muscat,Oman,23.565301,58.420254,https://www.google.com/maps/place/?q=place_id:ChIJLf2YrPb-kT4RUkG3sPuyUNg,https://www.google.com/maps/place/?q=place_id:ChIJLf2YrPb-kT4RUkG3sPuyUNg,+968 9961 1570,https://www.google.com/maps/place/?q=place_id:ChIJLf2YrPb-kT4RUkG3sPuyUNg,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrRBGNeyHYk_uFnsMq0o4J9AnXPqgKBdanqj5RaI6B2X-ooKGoKgZ-BC4joAzyCVx8wVDwNWIki9Tszx5Yyv97BP4ugWpYzXg6_w_il_o4iJs8oHLJfTKqamIh29Jx4qx2gd6a9=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,$$,,,,,4.2,,,,,,196,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJHzywqaD9jT4RzJP-xheSBwg,cater-kitchen,Cater Kitchen,Catering Services,,catering;events;food service,,"2755 Way, Sib, Oman",Muscat,Oman,23.632279,58.214917,https://www.google.com/maps/place/?q=place_id:ChIJHzywqaD9jT4RzJP-xheSBwg,https://cater-kitchen.com/,+968 9018 2274,https://cater-kitchen.com/,"https://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m",https://img1.wsimg.com/isteam/ip/8c6e1707-f4b2-457c-89e8-69af18909abf/Design-Header.webp,,,,,SULTANATE OF OMAN,"SULTANATE OF OMAN We use cookies to analyze website traffic and optimize your website experience. By accepting our use of cookies, your data will be aggregated with all other user data.",,,,,,5,,,,,,9,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJTQnR7d__kT4RaOyKSErzdHc,catering-services,Catering Services,Catering Services,,catering;events;food service,,"Sultan Qaboos street مسقط OM، Muscat 111, Oman",Muscat,Oman,23.590882,58.373168,https://www.google.com/maps/place/?q=place_id:ChIJTQnR7d__kT4RaOyKSErzdHc,https://www.google.com/maps/place/?q=place_id:ChIJTQnR7d__kT4RaOyKSErzdHc,+968 9596 6321,https://www.google.com/maps/place/?q=place_id:ChIJTQnR7d__kT4RaOyKSErzdHc,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xThhUPojSkhKZeU14aaNRg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=275.2922&pitch=0&thumbfov=100,,,,,★★★☆☆ · Caterer,★★★☆☆ · Caterer,,,,,,3,,,,,,2,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJjy8zJDQAjj4R3H7uv1d1HuA,catering-solutions-trading-llc-muscat-oman,"Catering Solutions Trading LLC, Muscat, Oman حلول التموين للتجارة",Catering Services,,catering;events;food service,,"H993+72H, Muscat, Oman",Muscat,Oman,23.568184,58.352623,https://www.google.com/maps/place/?q=place_id:ChIJjy8zJDQAjj4R3H7uv1d1HuA,https://www.google.com/maps/place/?q=place_id:ChIJjy8zJDQAjj4R3H7uv1d1HuA,+968 22 060236,https://www.google.com/maps/place/?q=place_id:ChIJjy8zJDQAjj4R3H7uv1d1HuA,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://maps.google.com/maps/api/staticmap?center=23.5681838%2C58.3526229&zoom=16&size=900x900&language=en&markers=23.5681838%2C58.3526229&sensor=false&client=google-maps-frontend&signature=JSil9J5HF1MEtp8N89-J2abSQUk,,,,,★★★★★ · FMCG goods wholesaler,★★★★★ · FMCG goods wholesaler,,,,,,4.9,,,,,,13,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJyYpwP8P9jT4Rk-pTZBpG7hA,cuisiner,Cuisiner,Catering Services,,catering;events;food service,,"Al Mauj St, Muscat, Oman",Muscat,Oman,23.619829,58.258444,https://www.google.com/maps/place/?q=place_id:ChIJyYpwP8P9jT4Rk-pTZBpG7hA,https://instagram.com/cuisiner.om?igshid=YmM0MjE2YWMzOA==,+968 9273 3371,https://instagram.com/cuisiner.om?igshid=YmM0MjE2YWMzOA==,,https://www.omanobserver.om/omanobserver/uploads/images/2024/07/21/2723587.jpg,,,,,,,,,,,,4.5,,,,,,28,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJszsGe1X-kT4RFiz539o_edA,dan-fresh,Dan Fresh بقالة دان فريش - الخوير,Catering Services,,catering;events;food service,,"Muscat, Oman",Muscat,Oman,23.575635,58.41694,https://www.google.com/maps/place/?q=place_id:ChIJszsGe1X-kT4RFiz539o_edA,https://www.google.com/maps/place/?q=place_id:ChIJszsGe1X-kT4RFiz539o_edA,,https://www.google.com/maps/place/?q=place_id:ChIJszsGe1X-kT4RFiz539o_edA,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVdP5h81FSaMShgQ5bbdtuS1TIulnXmsLHv5EZqa4Mg1Xz7cDSFIZoUqvNQjZRFUAb_QS4ge_HS0y2LJ_HLjgCF0G_-XcZGsj1oez9u5wuACOVBaXpbumB_KvZU4_o6sqXzWlE=w900-h900-p-k-no,,,,,★★★★☆ · Supermarket,★★★★☆ · Supermarket,,,,,,3.9,,,,,,319,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJS4NMmLP_kT4RHv3qsR5iZKU,dhofari-dar-restaurant,Dhofari Dar Restaurant,Catering Services,,catering;events;food service,,"HCW9+H82, 3521 Way, Muscat, Oman",Muscat,Oman,23.596384,58.418261,https://www.google.com/maps/place/?q=place_id:ChIJS4NMmLP_kT4RHv3qsR5iZKU,https://www.google.com/maps/place/?q=place_id:ChIJS4NMmLP_kT4RHv3qsR5iZKU,+968 9882 3901,https://www.google.com/maps/place/?q=place_id:ChIJS4NMmLP_kT4RHv3qsR5iZKU,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4H-dwwN9lleQiIfhoIbAIg3IiGLJye37do8lUR2llwr6s8xEOK8VyPYT3fpcipSDfvWoC_Deezu7jUR4emxB-EpNksy5q7pwH7Q7NBwcVBobAN68uyAu9ikVdSmGHgdRCw_I0Ro4aRjU=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,4.4,,,,,,74,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ3ylNmsb3kT4RYbRJlqxAe34,diwan-fort-restaurant,Diwan Fort Restaurant مطعم ديوان القلعة للماكولات العمانية,Catering Services,,catering;events;food service,,"جنب مستشفى الخولة جنب بنك مسقط, wuttaya, Oman",Muscat,Oman,23.608447,58.514312,https://www.google.com/maps/place/?q=place_id:ChIJ3ylNmsb3kT4RYbRJlqxAe34,https://www.gcon.om/,+968 7711 6601,https://www.gcon.om/,,https://www.omanobserver.om/omanobserver/uploads/images/2024/06/25/2701550.jpg,,,,,,,,,,,,3.8,,,,,,80,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ47bfaVABjj4RfoglrW95Tpk,dwarkadhish-restaurant-coffee-shop,Dwarkadhish Restaurant & Coffee Shop,Catering Services,,catering;events;food service,,"Grand Mosque St, Muscat, Oman",Muscat,Oman,23.584339,58.371555,https://www.google.com/maps/place/?q=place_id:ChIJ47bfaVABjj4RfoglrW95Tpk,https://www.google.com/maps/place/?q=place_id:ChIJ47bfaVABjj4RfoglrW95Tpk,+968 9944 3907,https://www.google.com/maps/place/?q=place_id:ChIJ47bfaVABjj4RfoglrW95Tpk,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipMioWUX8FsCOPlH8YeJz6Id3c3MFDmpZAuPfcLI=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,4.4,,,,,,170,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJH3ATPsb_kT4RNRAmEWUWQU8,eventique-by-al-hayki-events,Eventique (by Al Hayki Events) افراح وحلويات مسقط,Catering Services,,catering;events;food service,,"Office/Shop #1, Block 240, Building 4006, Muscat, Oman",Muscat,Oman,23.586831,58.405336,https://www.google.com/maps/place/?q=place_id:ChIJH3ATPsb_kT4RNRAmEWUWQU8,http://instagram.com/alhayki.om,+968 9177 8928,http://instagram.com/alhayki.om,,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,4.5,,,,,,26,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJsVXdA__5kT4RZ4FbEVuRKK4,events-catering,Events & Catering,Catering Services,,catering;events;food service,,"OM, مسقط 123, Oman",Muscat,Oman,23.629746,58.494404,https://www.google.com/maps/place/?q=place_id:ChIJsVXdA__5kT4RZ4FbEVuRKK4,https://www.google.com/maps/place/?q=place_id:ChIJsVXdA__5kT4RZ4FbEVuRKK4,+968 7157 0002,https://www.google.com/maps/place/?q=place_id:ChIJsVXdA__5kT4RZ4FbEVuRKK4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipM9Z8ivGDxdOYCd4OK7HAwJUtQMYw8YEQlqPeov=w900-h900-p-k-no,,,,,Event planner,Event planner,,,,,,,,,,,,,,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJk4LmaVf_kT4RSGx_M7a1Ceo,excellent-catering-services,Excellent Catering Services,Catering Services,,catering;events;food service,,"H9MW+VVV, Muscat, Oman",Muscat,Oman,23.584737,58.397178,https://www.google.com/maps/place/?q=place_id:ChIJk4LmaVf_kT4RSGx_M7a1Ceo,https://www.google.com/maps/place/?q=place_id:ChIJk4LmaVf_kT4RSGx_M7a1Ceo,+968 9477 7312,https://www.google.com/maps/place/?q=place_id:ChIJk4LmaVf_kT4RSGx_M7a1Ceo,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npvS8XxiR5D9J-6BxthRan0oR6PgJCZm6MA_VBwpo7snk_hIootj1xpH_QeBLfqYVZZ4E3WfTdxGfy-ZOhjCn99BFCwQfXLWOFhgZOZM2rjyfk81SPs_c2fnpSeyVoBtFU_fydegw=w900-h900-p-k-no,,,,,★★★☆☆ · Restaurant,★★★☆☆ · Restaurant,,,,,,3,,,,,,3,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJHXw8L1sBjj4RBwgAXlJVt_4,fhms-facility-hospitality-management-services,FHMS-Facility & Hospitality Management Services,Catering Services,,catering;events;food service,,"Muscat 112, Oman",Muscat,Oman,23.573224,58.336398,https://www.google.com/maps/place/?q=place_id:ChIJHXw8L1sBjj4RBwgAXlJVt_4,https://fhmsoman.com/,+968 9655 9747,https://fhmsoman.com/,https://fhmsoman.com/wp-content/uploads/2023/05/logo-favicon.png,https://fhmsoman.com/wp-content/uploads/2023/08/Industrial-catering2.webp,,,,,,"Maximize your property’s potential with our professional facility and hospitality management services. Experience efficient operations, enhanced guest satisfaction, and increased profitability.",,,corporate,,,5,,,,,,5,Google,,10/4/2025,,,,,,,,,https://fhmsoman.com/contact-us/,Yes,,,,,,,,,,,,
ChIJ3wMStNb5kT4Re4T0ZSPuzCw,filipino-restaurant-in-ruwi,FILIPINO RESTAURANT IN RUWI.,Catering Services,,catering;events;food service,,"Ruwi Uke center, Muscat 112, Oman",Muscat,Oman,23.593001,58.543245,https://www.google.com/maps/place/?q=place_id:ChIJ3wMStNb5kT4Re4T0ZSPuzCw,https://www.google.com/maps/place/?q=place_id:ChIJ3wMStNb5kT4Re4T0ZSPuzCw,+968 9399 4489,https://www.google.com/maps/place/?q=place_id:ChIJ3wMStNb5kT4Re4T0ZSPuzCw,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsKny0Psm_2kEItJGCTtK5ynfwULS-wWCYiuNgOK68ktX-AlzHUiad891bQDLzRozUuKsQr2ELDuhOQdZ3gy361T6FoFTG8EJwfg2RSGaSi1DQj0_SIQm7GNEgCzaBkwStGHwlKBB-mSSh=w900-h900-p-k-no,,,,,★★★★★ · Filipino restaurant,★★★★★ · Filipino restaurant,,,,,,4.8,,,,,,25,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJrSUIW5poK4cRD3PQTxCKWvk,fat-freddy-s-catering,Fat Freddy's Catering,Catering Services,,catering;events;food service,,"2201 W Melinda Ln #1, Phoenix, AZ 85027, USA",Muscat,Oman,33.681634,-112.106688,https://www.google.com/maps/place/?q=place_id:ChIJrSUIW5poK4cRD3PQTxCKWvk,https://www.fatfreddyscatering.com/,+1 623-580-4653,https://www.fatfreddyscatering.com/,https://www.fatfreddyscatering.com/wp-content/uploads/2022/02/Site-Icon-150x150.webp,https://www.fatfreddyscatering.com/wp-content/uploads/2025/05/Drop-off-and-Full-Service-Example-Home.webp,,,,,We've been catering to Phoenix and the surround areas for over 30 years. Ample portions and 5 star service is what we do. We are Phoenix Catering done right!,"We've been catering to Phoenix and the surround areas for over 30 years. Ample portions and 5 star service is what we do. We are Phoenix Catering done right! We pride ourselves on quality food, ample portions and professional service. No matter where you are in Arizona, call Fat Freddy’s for all of your catering needs!",,,delivery;buffet;corporate;wedding;private events,,,4.9,,,,,,240,Google,,10/4/2025,,,,,,,https://www.fatfreddyscatering.com/menu/,,https://www.fatfreddyscatering.com/contact-us/,Yes,Yes,Yes,,Yes,Yes,,"catering and we do it very, very well. Service Areas Phoenix Scottsdale Glendale Peoria Tempe Surprise Avondale Mesa Chandler Gilbert Buckeye Fountain Hills Fl",,,,,
ChIJQW0NJiP-jT4RRtMRBsrun7s,flight-catering,Flight Catering تموين الطائرات - مطار مسقط,Catering Services,,catering;events;food service,,"J844+3H7, Muscat, Oman",Muscat,Oman,23.605154,58.306424,https://www.google.com/maps/place/?q=place_id:ChIJQW0NJiP-jT4RRtMRBsrun7s,https://www.google.com/maps/place/?q=place_id:ChIJQW0NJiP-jT4RRtMRBsrun7s,+968 24 519452,https://www.google.com/maps/place/?q=place_id:ChIJQW0NJiP-jT4RRtMRBsrun7s,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSaXZnib_YzxqD2ca7kqGmbCj7itKrdEid3ARO1MjO4Pet0m_MjEObIEsJYg7ZSEww0Lhm2g9SqwROzCuuhNIbHj1-Uqt7Wt7Mrcf_FY2VU5wdX8tzE7nG-oDg0r-2PwsLKis=w900-h900-p-k-no,,,,,★★★★★ · Caterer,★★★★★ · Caterer,,,,,,4.5,,,,,,37,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJqW7_Ggz_kT4RryFDJdgUyBM,foodlands-al-khuwair,Foodlands Al Khuwair - فودلاندز الخوير,Catering Services,,catering;events;food service,,"3513 Way, Muscat 130, Oman",Muscat,Oman,23.595891,58.423924,https://www.google.com/maps/place/?q=place_id:ChIJqW7_Ggz_kT4RryFDJdgUyBM,http://www.foodlandsoman.com/,+968 9911 7821,http://www.foodlandsoman.com/,https://www.foodlandsoman.com/wp-content/themes/foodlands/assets/images/foodlands-fav.png,https://www.foodlandsoman.com/wp-content/uploads/2021/01/ing1.jpg,,,,,,"When you’re in the mood for good times and great cuisine, be sure to check out Foodlands restaurant. The restaurant is located in the heart of Al-Khuwair and is known for its delightful staff and superb cuisine. The restaurant continues to attract attention from all serious food lovers and also those who simply enjoy a memorable evening that ends with a sumptuous dinner and extraordinary desserts. . The menu at Foodlands restaurant features a wide array of great selections, made from only the freshest and highest quality ingredients.",$$,,buffet,Arabic;Asian;Indian;Italian,,4.1,,,,,,3769,Google,,10/4/2025,,,,,,,https://www.foodlandsoman.com/menu/,,https://www.foodlandsoman.com/contact-us/,,,,,Yes,,,,OMR,OMR,,,
ChIJ4ZW00Kr9jT4RMovSkSZI_m4,french-cuisine,French Cuisine,Catering Services,,catering;events;food service,,"North Seeb, Near Muscat Furniture, السيب‎ 112, Oman",Muscat,Oman,23.641883,58.22431,https://www.google.com/maps/place/?q=place_id:ChIJ4ZW00Kr9jT4RMovSkSZI_m4,https://www.google.com/maps/place/?q=place_id:ChIJ4ZW00Kr9jT4RMovSkSZI_m4,+968 9191 9152,https://www.google.com/maps/place/?q=place_id:ChIJ4ZW00Kr9jT4RMovSkSZI_m4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipN1Rgfu9hPu7uXa0QEQwpogCHIHjD3Yf81PrOeZ=w900-h900-p-k-no,,,,,★★★★★ · Catering food and drink supplier,★★★★★ · Catering food and drink supplier,,,,,,4.7,,,,,,74,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
